11.46.388 I slot print_timing: id  0 | task 43 | prompt eval time =     498.50 ms /   217 tokens (    2.30 ms per token,   435.30 tokens per second)  [28928 cached]
26.29.856 I slot print_timing: id  0 | task 103 |        eval time =    2668.60 ms /   157 tokens (   17.00 ms per token,    58.80 tokens per second)
26.29.856 I slot print_timing: id  0 | task 103 | draft acceptance = 0.82222 (  111 accepted /   135 generated)
26.29.856 I slot print_timing: id  0 | task 103 | reasoning effort = medium
26.37.820 I slot print_timing: id  0 | task 104 | prompt eval time =     852.40 ms /   352 tokens (    2.42 ms per token,   413.00 tokens per second)  [35072 cached]
26.37.820 I slot print_timing: id  0 | task 104 |        eval time =    6440.60 ms /   396 tokens (   16.26 ms per token,    61.50 tokens per second)
26.37.820 I slot print_timing: id  0 | task 104 | draft acceptance = 0.86364 (  285 accepted /   330 generated)
26.37.820 I slot print_timing: id  0 | task 104 | reasoning effort = medium
26.51.030 I slot print_timing: id  0 | task 105 | prompt eval time =    1401.00 ms /   529 tokens (    2.65 ms per token,   377.60 tokens per second)  [35328 cached]
26.51.030 I slot print_timing: id  0 | task 105 |        eval time =   11652.80 ms /   681 tokens (   17.11 ms per token,    58.40 tokens per second)
26.51.030 I slot print_timing: id  0 | task 105 | draft acceptance = 0.79734 (  480 accepted /   602 generated)
26.51.030 I slot print_timing: id  0 | task 105 | reasoning effort = medium
27.44.314 I slot print_timing: id  0 | task 107 | prompt eval time =    1621.30 ms /  1004 tokens (    1.61 ms per token,   619.20 tokens per second)
27.44.314 I slot print_timing: id  0 | task 107 |        eval time =   25858.70 ms /  1540 tokens (   16.79 ms per token,    59.60 tokens per second)
27.44.314 I slot print_timing: id  0 | task 107 | draft acceptance = 0.69886 ( 1042 accepted /  1491 generated)
27.44.314 I slot print_timing: id  0 | task 107 | reasoning effort = xhigh
28.20.241 I slot print_timing: id  0 | task 107 | prompt eval time =   27106.20 ms / 21301 tokens (    1.27 ms per token,   785.80 tokens per second)
28.20.241 I slot print_timing: id  0 | task 107 |        eval time =    8813.10 ms /   551 tokens (   15.99 ms per token,    62.50 tokens per second)
28.20.241 I slot print_timing: id  0 | task 107 | draft acceptance = 0.83087 (  393 accepted /   473 generated)
28.20.241 I slot print_timing: id  0 | task 107 | reasoning effort = medium
28.26.563 I slot print_timing: id  0 | task 108 | prompt eval time =    1747.40 ms /  1090 tokens (    1.60 ms per token,   623.80 tokens per second)  [21248 cached]
28.26.563 I slot print_timing: id  0 | task 108 |        eval time =    3756.60 ms /   270 tokens (   13.91 ms per token,    71.90 tokens per second)
28.26.563 I slot print_timing: id  0 | task 108 | draft acceptance = 1.00000 (  202 accepted /   202 generated)
28.26.563 I slot print_timing: id  0 | task 108 | reasoning effort = medium
29.50.137 I slot print_timing: id  0 | task 109 | prompt eval time =    2347.10 ms /  1490 tokens (    1.58 ms per token,   634.80 tokens per second)  [22272 cached]
29.50.137 I slot print_timing: id  0 | task 109 |        eval time =   81071.40 ms /  4879 tokens (   16.62 ms per token,    60.20 tokens per second)
29.50.137 I slot print_timing: id  0 | task 109 | draft acceptance = 0.79722 ( 3440 accepted /  4315 generated)
29.50.137 I slot print_timing: id  0 | task 109 | reasoning effort = medium
30.03.009 I slot print_timing: id  0 | task 110 | prompt eval time =    7728.30 ms /  5188 tokens (    1.49 ms per token,   671.30 tokens per second)  [23552 cached]
30.03.009 I slot print_timing: id  0 | task 110 |        eval time =    4997.80 ms /   337 tokens (   14.83 ms per token,    67.40 tokens per second)
30.03.009 I slot print_timing: id  0 | task 110 | draft acceptance = 0.95785 (  250 accepted /   261 generated)
30.03.009 I slot print_timing: id  0 | task 110 | reasoning effort = medium
30.06.551 I slot print_timing: id  0 | task 111 | prompt eval time =    1032.90 ms /   487 tokens (    2.12 ms per token,   471.50 tokens per second)  [28672 cached]
30.06.551 I slot print_timing: id  0 | task 111 |        eval time =    2352.10 ms /   164 tokens (   14.34 ms per token,    69.70 tokens per second)
30.06.551 I slot print_timing: id  0 | task 111 | draft acceptance = 1.00000 (  123 accepted /   123 generated)
30.06.551 I slot print_timing: id  0 | task 111 | reasoning effort = medium
30.17.202 I slot print_timing: id  0 | task 112 | prompt eval time =    1031.50 ms /   479 tokens (    2.15 ms per token,   464.40 tokens per second)  [28928 cached]
30.17.202 I slot print_timing: id  0 | task 112 |        eval time =    9477.30 ms /   632 tokens (   15.00 ms per token,    66.70 tokens per second)
30.17.202 I slot print_timing: id  0 | task 112 | draft acceptance = 0.93373 (  465 accepted /   498 generated)
30.17.202 I slot print_timing: id  0 | task 112 | reasoning effort = medium
30.21.717 I slot print_timing: id  0 | task 113 | prompt eval time =    1690.10 ms /   928 tokens (    1.82 ms per token,   549.10 tokens per second)  [29184 cached]
30.21.717 I slot print_timing: id  0 | task 113 |        eval time =    2677.10 ms /   176 tokens (   15.21 ms per token,    65.70 tokens per second)
30.21.717 I slot print_timing: id  0 | task 113 | draft acceptance = 0.93478 (  129 accepted /   138 generated)
30.21.717 I slot print_timing: id  0 | task 113 | reasoning effort = medium
30.36.045 I slot print_timing: id  0 | task 114 | prompt eval time =     944.00 ms /   420 tokens (    2.25 ms per token,   444.90 tokens per second)  [29952 cached]
30.36.045 I slot print_timing: id  0 | task 114 |        eval time =   13236.50 ms /   880 tokens (   15.04 ms per token,    66.50 tokens per second)
30.36.045 I slot print_timing: id  0 | task 114 | draft acceptance = 0.92154 (  646 accepted /   701 generated)
30.36.045 I slot print_timing: id  0 | task 114 | reasoning effort = medium
30.39.098 I slot print_timing: id  0 | task 115 | prompt eval time =    1918.30 ms /  1128 tokens (    1.70 ms per token,   588.00 tokens per second)  [30208 cached]
30.39.098 I slot print_timing: id  0 | task 115 |        eval time =     977.60 ms /    64 tokens (   15.28 ms per token,    65.50 tokens per second)
30.39.098 I slot print_timing: id  0 | task 115 | draft acceptance = 0.97917 (   47 accepted /    48 generated)
30.39.098 I slot print_timing: id  0 | task 115 | reasoning effort = medium
30.42.497 I slot print_timing: id  0 | task 116 | prompt eval time =     522.00 ms /   228 tokens (    2.29 ms per token,   436.80 tokens per second)  [31232 cached]
30.42.497 I slot print_timing: id  0 | task 116 |        eval time =    2231.70 ms /   137 tokens (   16.29 ms per token,    61.40 tokens per second)
30.42.497 I slot print_timing: id  0 | task 116 | draft acceptance = 0.85965 (   98 accepted /   114 generated)
30.42.497 I slot print_timing: id  0 | task 116 | reasoning effort = medium
30.45.652 I slot print_timing: id  0 | task 117 | prompt eval time =    1333.30 ms /   682 tokens (    1.95 ms per token,   511.50 tokens per second)  [31232 cached]
30.45.652 I slot print_timing: id  0 | task 117 |        eval time =    1550.90 ms /    91 tokens (   17.04 ms per token,    58.70 tokens per second)
30.45.652 I slot print_timing: id  0 | task 117 | draft acceptance = 0.79012 (   64 accepted /    81 generated)
30.45.652 I slot print_timing: id  0 | task 117 | reasoning effort = medium
31.23.299 I slot print_timing: id  0 | task 118 | prompt eval time =    2508.90 ms /  1553 tokens (    1.62 ms per token,   619.00 tokens per second)  [31744 cached]
31.23.299 I slot print_timing: id  0 | task 118 |        eval time =   34987.00 ms /  1868 tokens (   18.73 ms per token,    53.40 tokens per second)
31.23.299 I slot print_timing: id  0 | task 118 | draft acceptance = 0.69587 ( 1263 accepted /  1815 generated)
31.23.299 I slot print_timing: id  0 | task 118 | reasoning effort = medium
31.45.598 I slot print_timing: id  0 | task 119 | prompt eval time =    3978.40 ms /  2352 tokens (    1.69 ms per token,   591.20 tokens per second)  [33280 cached]
31.45.598 I slot print_timing: id  0 | task 119 |        eval time =   17920.40 ms /   995 tokens (   18.01 ms per token,    55.50 tokens per second)
31.45.598 I slot print_timing: id  0 | task 119 | draft acceptance = 0.74162 (  686 accepted /   925 generated)
31.45.598 I slot print_timing: id  0 | task 119 | reasoning effort = medium
32.42.664 I slot print_timing: id  0 | task 120 | prompt eval time =    2181.80 ms /  1221 tokens (    1.79 ms per token,   559.60 tokens per second)  [35584 cached]
32.42.664 I slot print_timing: id  0 | task 120 |        eval time =   53536.50 ms /  2716 tokens (   19.71 ms per token,    50.70 tokens per second)
32.42.664 I slot print_timing: id  0 | task 120 | draft acceptance = 0.65418 ( 1799 accepted /  2750 generated)
32.42.664 I slot print_timing: id  0 | task 120 | reasoning effort = medium
33.14.982 I slot print_timing: id  0 | task 122 | prompt eval time =    1454.60 ms /  1006 tokens (    1.45 ms per token,   691.60 tokens per second)
33.14.982 I slot print_timing: id  0 | task 122 |        eval time =   28683.50 ms /  1496 tokens (   19.17 ms per token,    52.20 tokens per second)
33.14.982 I slot print_timing: id  0 | task 122 | draft acceptance = 0.57039 (  944 accepted /  1655 generated)
33.14.982 I slot print_timing: id  0 | task 122 | reasoning effort = xhigh
33.49.134 I slot print_timing: id  0 | task 122 | prompt eval time =   27236.70 ms / 21308 tokens (    1.28 ms per token,   782.30 tokens per second)
33.49.134 I slot print_timing: id  0 | task 122 |        eval time =    6907.30 ms /   435 tokens (   15.88 ms per token,    63.00 tokens per second)
33.49.134 I slot print_timing: id  0 | task 122 | draft acceptance = 0.83827 (  311 accepted /   371 generated)
33.49.134 I slot print_timing: id  0 | task 122 | reasoning effort = medium
33.55.556 I slot print_timing: id  0 | task 123 | prompt eval time =    1677.10 ms /   982 tokens (    1.71 ms per token,   585.50 tokens per second)  [21248 cached]
33.55.556 I slot print_timing: id  0 | task 123 |        eval time =    3888.40 ms /   276 tokens (   14.09 ms per token,    71.00 tokens per second)
33.55.556 I slot print_timing: id  0 | task 123 | draft acceptance = 0.98565 (  206 accepted /   209 generated)
33.55.556 I slot print_timing: id  0 | task 123 | reasoning effort = medium
34.31.763 I slot print_timing: id  0 | task 124 | prompt eval time =    2516.80 ms /  1644 tokens (    1.53 ms per token,   653.20 tokens per second)  [22016 cached]
34.31.763 I slot print_timing: id  0 | task 124 |        eval time =   33529.80 ms /  1956 tokens (   17.14 ms per token,    58.30 tokens per second)
34.31.763 I slot print_timing: id  0 | task 124 | draft acceptance = 0.75697 ( 1358 accepted /  1794 generated)
34.31.763 I slot print_timing: id  0 | task 124 | reasoning effort = medium
34.47.386 I slot print_timing: id  0 | task 125 | prompt eval time =    3350.50 ms /  2220 tokens (    1.51 ms per token,   662.60 tokens per second)  [23552 cached]
34.47.386 I slot print_timing: id  0 | task 125 |        eval time =   12015.90 ms /   774 tokens (   15.52 ms per token,    64.40 tokens per second)
34.47.386 I slot print_timing: id  0 | task 125 | draft acceptance = 0.87363 (  560 accepted /   641 generated)
34.47.386 I slot print_timing: id  0 | task 125 | reasoning effort = medium
35.04.129 I slot print_timing: id  0 | task 126 | prompt eval time =    1708.70 ms /  1067 tokens (    1.60 ms per token,   624.40 tokens per second)  [25600 cached]
35.04.129 I slot print_timing: id  0 | task 126 |        eval time =   14905.60 ms /   898 tokens (   16.60 ms per token,    60.20 tokens per second)
35.04.129 I slot print_timing: id  0 | task 126 | draft acceptance = 0.79723 (  633 accepted /   794 generated)
35.04.129 I slot print_timing: id  0 | task 126 | reasoning effort = medium
35.18.567 I slot print_timing: id  0 | task 127 | prompt eval time =    1558.00 ms /  1025 tokens (    1.52 ms per token,   657.90 tokens per second)  [26624 cached]
35.18.567 I slot print_timing: id  0 | task 127 |        eval time =   12736.30 ms /   870 tokens (   14.64 ms per token,    68.30 tokens per second)
35.18.567 I slot print_timing: id  0 | task 127 | draft acceptance = 0.94135 (  642 accepted /   682 generated)
35.18.567 I slot print_timing: id  0 | task 127 | reasoning effort = medium
35.23.789 I slot print_timing: id  0 | task 128 | prompt eval time =    3074.00 ms /  1980 tokens (    1.55 ms per token,   644.10 tokens per second)  [26624 cached]
35.23.789 I slot print_timing: id  0 | task 128 |        eval time =    2007.90 ms /   116 tokens (   17.31 ms per token,    57.80 tokens per second)
35.23.789 I slot print_timing: id  0 | task 128 | draft acceptance = 0.77885 (   81 accepted /   104 generated)
35.23.789 I slot print_timing: id  0 | task 128 | reasoning effort = medium
35.30.357 I slot print_timing: id  0 | task 129 | prompt eval time =    1151.40 ms /   589 tokens (    1.95 ms per token,   511.60 tokens per second)  [28416 cached]
35.30.357 I slot print_timing: id  0 | task 129 |        eval time =    4669.30 ms /   307 tokens (   15.21 ms per token,    65.70 tokens per second)
35.30.357 I slot print_timing: id  0 | task 129 | draft acceptance = 0.92213 (  225 accepted /   244 generated)
35.30.357 I slot print_timing: id  0 | task 129 | reasoning effort = medium
35.38.344 I slot print_timing: id  0 | task 130 | prompt eval time =    1028.00 ms /   467 tokens (    2.20 ms per token,   454.30 tokens per second)  [28928 cached]
35.38.344 I slot print_timing: id  0 | task 130 |        eval time =    6807.60 ms /   447 tokens (   15.23 ms per token,    65.70 tokens per second)
35.38.344 I slot print_timing: id  0 | task 130 | draft acceptance = 0.90833 (  327 accepted /   360 generated)
35.38.344 I slot print_timing: id  0 | task 130 | reasoning effort = medium
35.42.424 I slot print_timing: id  0 | task 131 | prompt eval time =    1422.60 ms /   740 tokens (    1.92 ms per token,   520.20 tokens per second)  [29184 cached]
35.42.424 I slot print_timing: id  0 | task 131 |        eval time =    2500.90 ms /   174 tokens (   14.37 ms per token,    69.60 tokens per second)
35.42.424 I slot print_timing: id  0 | task 131 | draft acceptance = 0.98485 (  130 accepted /   132 generated)
35.42.424 I slot print_timing: id  0 | task 131 | reasoning effort = medium
35.45.823 I slot print_timing: id  0 | task 132 | prompt eval time =    1313.20 ms /   659 tokens (    1.99 ms per token,   501.80 tokens per second)  [29696 cached]
35.45.823 I slot print_timing: id  0 | task 132 |        eval time =    1935.10 ms /   129 tokens (   15.00 ms per token,    66.70 tokens per second)
35.45.823 I slot print_timing: id  0 | task 132 | draft acceptance = 0.94059 (   95 accepted /   101 generated)
35.45.823 I slot print_timing: id  0 | task 132 | reasoning effort = medium
35.47.954 I slot print_timing: id  0 | task 133 | prompt eval time =     831.50 ms /   342 tokens (    2.43 ms per token,   411.30 tokens per second)  [30208 cached]
35.47.954 I slot print_timing: id  0 | task 133 |        eval time =    1153.90 ms /    80 tokens (   14.42 ms per token,    69.30 tokens per second)
35.47.954 I slot print_timing: id  0 | task 133 | draft acceptance = 1.00000 (   60 accepted /    60 generated)
35.47.954 I slot print_timing: id  0 | task 133 | reasoning effort = medium
35.51.648 I slot print_timing: id  0 | task 134 | prompt eval time =     515.60 ms /   226 tokens (    2.28 ms per token,   438.30 tokens per second)  [30464 cached]
35.51.648 I slot print_timing: id  0 | task 134 |        eval time =    2510.50 ms /   155 tokens (   16.20 ms per token,    61.70 tokens per second)
35.51.648 I slot print_timing: id  0 | task 134 | draft acceptance = 0.84733 (  111 accepted /   131 generated)
35.51.648 I slot print_timing: id  0 | task 134 | reasoning effort = medium
35.58.690 I slot print_timing: id  0 | task 135 | prompt eval time =    1036.10 ms /   531 tokens (    1.95 ms per token,   512.50 tokens per second)  [30464 cached]
35.58.690 I slot print_timing: id  0 | task 135 |        eval time =    5720.20 ms /   383 tokens (   14.94 ms per token,    67.00 tokens per second)
35.58.690 I slot print_timing: id  0 | task 135 | draft acceptance = 0.93688 (  282 accepted /   301 generated)
35.58.690 I slot print_timing: id  0 | task 135 | reasoning effort = medium
36.02.234 I slot print_timing: id  0 | task 136 | prompt eval time =    1048.80 ms /   483 tokens (    2.17 ms per token,   460.50 tokens per second)  [30976 cached]
36.02.234 I slot print_timing: id  0 | task 136 |        eval time =    2341.50 ms /   148 tokens (   15.82 ms per token,    63.20 tokens per second)
36.02.234 I slot print_timing: id  0 | task 136 | draft acceptance = 0.88430 (  107 accepted /   121 generated)
36.02.234 I slot print_timing: id  0 | task 136 | reasoning effort = medium
36.04.378 I slot print_timing: id  0 | task 137 | prompt eval time =     962.50 ms /   440 tokens (    2.19 ms per token,   457.10 tokens per second)  [31232 cached]
36.04.378 I slot print_timing: id  0 | task 137 |        eval time =    1032.80 ms /    68 tokens (   15.19 ms per token,    65.80 tokens per second)
36.04.378 I slot print_timing: id  0 | task 137 | draft acceptance = 0.94340 (   50 accepted /    53 generated)
36.04.378 I slot print_timing: id  0 | task 137 | reasoning effort = medium
36.33.696 I slot print_timing: id  0 | task 138 | prompt eval time =    2863.30 ms /  1812 tokens (    1.58 ms per token,   632.80 tokens per second)  [31488 cached]
36.33.696 I slot print_timing: id  0 | task 138 |        eval time =   26300.80 ms /  1482 tokens (   17.75 ms per token,    56.30 tokens per second)
36.33.696 I slot print_timing: id  0 | task 138 | draft acceptance = 0.75533 ( 1028 accepted /  1361 generated)
36.33.696 I slot print_timing: id  0 | task 138 | reasoning effort = medium
36.45.595 I slot print_timing: id  0 | task 139 | prompt eval time =    2578.40 ms /  1584 tokens (    1.63 ms per token,   614.30 tokens per second)  [33280 cached]
36.45.595 I slot print_timing: id  0 | task 139 |        eval time =    9153.70 ms /   521 tokens (   17.57 ms per token,    56.90 tokens per second)
36.45.595 I slot print_timing: id  0 | task 139 | draft acceptance = 0.78158 (  365 accepted /   467 generated)
36.45.595 I slot print_timing: id  0 | task 139 | reasoning effort = medium
36.51.409 I slot print_timing: id  0 | task 140 | prompt eval time =    1863.90 ms /  1006 tokens (    1.85 ms per token,   539.70 tokens per second)  [34816 cached]
36.51.409 I slot print_timing: id  0 | task 140 |        eval time =    3483.80 ms /   209 tokens (   16.67 ms per token,    60.00 tokens per second)
36.51.409 I slot print_timing: id  0 | task 140 | draft acceptance = 0.83240 (  149 accepted /   179 generated)
36.51.409 I slot print_timing: id  0 | task 140 | reasoning effort = medium
37.06.659 I slot print_timing: id  0 | task 141 | prompt eval time =    1088.60 ms /   507 tokens (    2.15 ms per token,   465.70 tokens per second)  [35584 cached]
37.06.659 I slot print_timing: id  0 | task 141 |        eval time =   13473.20 ms /   782 tokens (   17.23 ms per token,    58.00 tokens per second)
37.06.659 I slot print_timing: id  0 | task 141 | draft acceptance = 0.79023 (  550 accepted /   696 generated)
37.06.659 I slot print_timing: id  0 | task 141 | reasoning effort = medium
37.25.544 I slot print_timing: id  0 | task 142 | prompt eval time =    1831.30 ms /  1065 tokens (    1.72 ms per token,   581.60 tokens per second)  [35840 cached]
37.25.544 I slot print_timing: id  0 | task 142 |        eval time =   16859.70 ms /   980 tokens (   17.20 ms per token,    58.10 tokens per second)
37.25.544 I slot print_timing: id  0 | task 142 | draft acceptance = 0.80581 (  693 accepted /   860 generated)
37.25.544 I slot print_timing: id  0 | task 142 | reasoning effort = medium
