88.29.519 I slot print_timing: id  0 | task 362 | prompt eval time =     823.10 ms /   347 tokens (    2.37 ms per token,   421.60 tokens per second)  [29696 cached]
103.27.020 I slot print_timing: id  0 | task 422 |        eval time =   13070.40 ms /   636 tokens (   20.55 ms per token,    48.70 tokens per second)
103.27.020 I slot print_timing: id  0 | task 422 | draft acceptance = 0.59329 (  407 accepted /   686 generated)
103.27.020 I slot print_timing: id  0 | task 422 | reasoning effort = medium
103.37.175 I slot print_timing: id  0 | task 423 | prompt eval time =    1597.90 ms /   869 tokens (    1.84 ms per token,   543.80 tokens per second)  [30464 cached]
103.37.175 I slot print_timing: id  0 | task 423 |        eval time =    8256.60 ms /   489 tokens (   16.88 ms per token,    59.20 tokens per second)
103.37.175 I slot print_timing: id  0 | task 423 | draft acceptance = 0.79080 (  344 accepted /   435 generated)
103.37.175 I slot print_timing: id  0 | task 423 | reasoning effort = medium
103.45.314 I slot print_timing: id  0 | task 424 | prompt eval time =    1462.30 ms /   796 tokens (    1.84 ms per token,   544.40 tokens per second)  [31232 cached]
103.45.314 I slot print_timing: id  0 | task 424 |        eval time =    5816.40 ms /   367 tokens (   15.85 ms per token,    63.10 tokens per second)
103.45.314 I slot print_timing: id  0 | task 424 | draft acceptance = 0.86885 (  265 accepted /   305 generated)
103.45.314 I slot print_timing: id  0 | task 424 | reasoning effort = medium
104.53.036 I slot print_timing: id  0 | task 425 | prompt eval time =    1620.10 ms /   869 tokens (    1.86 ms per token,   536.40 tokens per second)  [32000 cached]
104.53.036 I slot print_timing: id  0 | task 425 |        eval time =   65234.20 ms /  3371 tokens (   19.35 ms per token,    51.70 tokens per second)
104.53.036 I slot print_timing: id  0 | task 425 | draft acceptance = 0.66302 ( 2243 accepted /  3383 generated)
104.53.036 I slot print_timing: id  0 | task 425 | reasoning effort = medium
105.15.453 I slot print_timing: id  0 | task 427 | prompt eval time =    1425.20 ms /  1004 tokens (    1.42 ms per token,   704.50 tokens per second)
105.15.453 I slot print_timing: id  0 | task 427 |        eval time =   18875.00 ms /  1123 tokens (   16.81 ms per token,    59.50 tokens per second)
105.15.453 I slot print_timing: id  0 | task 427 | draft acceptance = 0.70556 (  762 accepted /  1080 generated)
105.15.453 I slot print_timing: id  0 | task 427 | reasoning effort = xhigh
105.49.687 I slot print_timing: id  0 | task 427 | prompt eval time =   27193.30 ms / 21303 tokens (    1.28 ms per token,   783.40 tokens per second)
105.49.687 I slot print_timing: id  0 | task 427 |        eval time =    7032.10 ms /   429 tokens (   16.39 ms per token,    61.00 tokens per second)
105.49.687 I slot print_timing: id  0 | task 427 | draft acceptance = 0.80371 (  303 accepted /   377 generated)
105.49.687 I slot print_timing: id  0 | task 427 | reasoning effort = medium
105.56.058 I slot print_timing: id  0 | task 428 | prompt eval time =    1659.40 ms /   969 tokens (    1.71 ms per token,   583.90 tokens per second)  [21248 cached]
105.56.058 I slot print_timing: id  0 | task 428 |        eval time =    3888.90 ms /   276 tokens (   14.09 ms per token,    71.00 tokens per second)
105.56.058 I slot print_timing: id  0 | task 428 | draft acceptance = 0.99038 (  206 accepted /   208 generated)
105.56.058 I slot print_timing: id  0 | task 428 | reasoning effort = medium
106.36.807 I slot print_timing: id  0 | task 429 | prompt eval time =    2468.90 ms /  1631 tokens (    1.51 ms per token,   660.60 tokens per second)  [22016 cached]
106.36.807 I slot print_timing: id  0 | task 429 |        eval time =   38130.10 ms /  2153 tokens (   17.71 ms per token,    56.50 tokens per second)
106.36.807 I slot print_timing: id  0 | task 429 | draft acceptance = 0.72397 ( 1474 accepted /  2036 generated)
106.36.807 I slot print_timing: id  0 | task 429 | reasoning effort = medium
106.51.695 I slot print_timing: id  0 | task 430 | prompt eval time =    3781.00 ms /  2413 tokens (    1.57 ms per token,   638.20 tokens per second)  [23552 cached]
106.51.695 I slot print_timing: id  0 | task 430 |        eval time =   10843.70 ms /   693 tokens (   15.65 ms per token,    63.90 tokens per second)
106.51.695 I slot print_timing: id  0 | task 430 | draft acceptance = 0.86655 (  500 accepted /   577 generated)
106.51.695 I slot print_timing: id  0 | task 430 | reasoning effort = medium
107.18.590 I slot print_timing: id  0 | task 431 | prompt eval time =    1646.20 ms /   922 tokens (    1.79 ms per token,   560.10 tokens per second)  [25856 cached]
107.18.590 I slot print_timing: id  0 | task 431 |        eval time =   25118.80 ms /  1498 tokens (   16.77 ms per token,    59.60 tokens per second)
107.18.590 I slot print_timing: id  0 | task 431 | draft acceptance = 0.78995 ( 1053 accepted /  1333 generated)
107.18.590 I slot print_timing: id  0 | task 431 | reasoning effort = medium
107.34.045 I slot print_timing: id  0 | task 432 | prompt eval time =    2689.80 ms /  1720 tokens (    1.56 ms per token,   639.40 tokens per second)  [26624 cached]
107.34.045 I slot print_timing: id  0 | task 432 |        eval time =   12624.00 ms /   886 tokens (   14.25 ms per token,    70.20 tokens per second)
107.34.045 I slot print_timing: id  0 | task 432 | draft acceptance = 0.99400 (  663 accepted /   667 generated)
107.34.045 I slot print_timing: id  0 | task 432 | reasoning effort = medium
107.37.721 I slot print_timing: id  0 | task 433 | prompt eval time =    1988.60 ms /  1155 tokens (    1.72 ms per token,   580.80 tokens per second)  [28160 cached]
107.37.721 I slot print_timing: id  0 | task 433 |        eval time =    1546.00 ms /    98 tokens (   15.78 ms per token,    63.40 tokens per second)
107.37.721 I slot print_timing: id  0 | task 433 | draft acceptance = 0.88750 (   71 accepted /    80 generated)
107.37.721 I slot print_timing: id  0 | task 433 | reasoning effort = medium
107.44.009 I slot print_timing: id  0 | task 434 | prompt eval time =     902.40 ms /   513 tokens (    1.76 ms per token,   568.50 tokens per second)  [29184 cached]
107.44.009 I slot print_timing: id  0 | task 434 |        eval time =    4675.80 ms /   299 tokens (   15.64 ms per token,    63.90 tokens per second)
107.44.009 I slot print_timing: id  0 | task 434 | draft acceptance = 0.88211 (  217 accepted /   246 generated)
107.44.009 I slot print_timing: id  0 | task 434 | reasoning effort = medium
107.50.857 I slot print_timing: id  0 | task 435 | prompt eval time =    1606.80 ms /   895 tokens (    1.80 ms per token,   557.00 tokens per second)  [29184 cached]
107.50.857 I slot print_timing: id  0 | task 435 |        eval time =    5097.10 ms /   349 tokens (   14.60 ms per token,    68.50 tokens per second)
107.50.857 I slot print_timing: id  0 | task 435 | draft acceptance = 0.96283 (  259 accepted /   269 generated)
107.50.857 I slot print_timing: id  0 | task 435 | reasoning effort = medium
107.54.630 I slot print_timing: id  0 | task 436 | prompt eval time =    1063.50 ms /   559 tokens (    1.90 ms per token,   525.60 tokens per second)  [29952 cached]
107.54.630 I slot print_timing: id  0 | task 436 |        eval time =    2561.40 ms /   177 tokens (   14.47 ms per token,    69.10 tokens per second)
107.54.630 I slot print_timing: id  0 | task 436 | draft acceptance = 1.00000 (  132 accepted /   132 generated)
107.54.630 I slot print_timing: id  0 | task 436 | reasoning effort = medium
107.57.885 I slot print_timing: id  0 | task 437 | prompt eval time =    1043.60 ms /   474 tokens (    2.20 ms per token,   454.20 tokens per second)  [30464 cached]
107.57.885 I slot print_timing: id  0 | task 437 |        eval time =    2058.40 ms /   140 tokens (   14.70 ms per token,    68.00 tokens per second)
107.57.885 I slot print_timing: id  0 | task 437 | draft acceptance = 0.96296 (  104 accepted /   108 generated)
107.57.885 I slot print_timing: id  0 | task 437 | reasoning effort = medium
108.00.025 I slot print_timing: id  0 | task 438 | prompt eval time =     962.40 ms /   424 tokens (    2.27 ms per token,   440.60 tokens per second)  [30720 cached]
108.00.025 I slot print_timing: id  0 | task 438 |        eval time =    1031.80 ms /    67 tokens (   15.40 ms per token,    64.90 tokens per second)
108.00.025 I slot print_timing: id  0 | task 438 | draft acceptance = 0.96078 (   49 accepted /    51 generated)
108.00.025 I slot print_timing: id  0 | task 438 | reasoning effort = medium
108.04.309 I slot print_timing: id  0 | task 439 | prompt eval time =     711.30 ms /   294 tokens (    2.42 ms per token,   413.40 tokens per second)  [30976 cached]
108.04.309 I slot print_timing: id  0 | task 439 |        eval time =    2944.90 ms /   172 tokens (   17.12 ms per token,    58.40 tokens per second)
108.04.309 I slot print_timing: id  0 | task 439 | draft acceptance = 0.77419 (  120 accepted /   155 generated)
108.04.309 I slot print_timing: id  0 | task 439 | reasoning effort = medium
108.12.699 I slot print_timing: id  0 | task 440 | prompt eval time =     850.30 ms /   363 tokens (    2.34 ms per token,   426.90 tokens per second)  [31232 cached]
108.12.699 I slot print_timing: id  0 | task 440 |        eval time =    7257.60 ms /   480 tokens (   15.12 ms per token,    66.10 tokens per second)
108.12.699 I slot print_timing: id  0 | task 440 | draft acceptance = 0.92147 (  352 accepted /   382 generated)
108.12.699 I slot print_timing: id  0 | task 440 | reasoning effort = medium
108.16.769 I slot print_timing: id  0 | task 441 | prompt eval time =    1329.40 ms /   667 tokens (    1.99 ms per token,   501.70 tokens per second)  [31488 cached]
108.16.769 I slot print_timing: id  0 | task 441 |        eval time =    2588.50 ms /   161 tokens (   16.08 ms per token,    62.20 tokens per second)
108.16.769 I slot print_timing: id  0 | task 441 | draft acceptance = 0.85926 (  116 accepted /   135 generated)
108.16.769 I slot print_timing: id  0 | task 441 | reasoning effort = medium
108.19.149 I slot print_timing: id  0 | task 442 | prompt eval time =     901.60 ms /   382 tokens (    2.36 ms per token,   423.70 tokens per second)  [32000 cached]
108.19.149 I slot print_timing: id  0 | task 442 |        eval time =    1320.90 ms /    82 tokens (   16.11 ms per token,    62.10 tokens per second)
108.19.149 I slot print_timing: id  0 | task 442 | draft acceptance = 0.88060 (   59 accepted /    67 generated)
108.19.149 I slot print_timing: id  0 | task 442 | reasoning effort = medium
108.21.962 I slot print_timing: id  0 | task 443 | prompt eval time =     989.00 ms /   267 tokens (    3.70 ms per token,   270.00 tokens per second)  [32256 cached]
108.21.962 I slot print_timing: id  0 | task 443 |        eval time =    1145.10 ms /    72 tokens (   15.90 ms per token,    62.90 tokens per second)
108.21.962 I slot print_timing: id  0 | task 443 | draft acceptance = 0.86667 (   52 accepted /    60 generated)
108.21.962 I slot print_timing: id  0 | task 443 | reasoning effort = medium
108.42.318 I slot print_timing: id  0 | task 444 | prompt eval time =    2311.20 ms /  1375 tokens (    1.68 ms per token,   594.90 tokens per second)  [32512 cached]
108.42.318 I slot print_timing: id  0 | task 444 |        eval time =   17880.70 ms /  1040 tokens (   17.19 ms per token,    58.20 tokens per second)
108.42.318 I slot print_timing: id  0 | task 444 | draft acceptance = 0.79479 (  732 accepted /   921 generated)
108.42.318 I slot print_timing: id  0 | task 444 | reasoning effort = medium
108.49.802 I slot print_timing: id  0 | task 445 | prompt eval time =    2573.30 ms /  1582 tokens (    1.63 ms per token,   614.80 tokens per second)  [33792 cached]
108.49.802 I slot print_timing: id  0 | task 445 |        eval time =    4570.30 ms /   258 tokens (   17.71 ms per token,    56.50 tokens per second)
108.49.802 I slot print_timing: id  0 | task 445 | draft acceptance = 0.76170 (  179 accepted /   235 generated)
108.49.802 I slot print_timing: id  0 | task 445 | reasoning effort = medium
109.27.821 I slot print_timing: id  0 | task 446 | prompt eval time =     910.20 ms /   370 tokens (    2.46 ms per token,   406.50 tokens per second)  [35328 cached]
109.27.821 I slot print_timing: id  0 | task 446 |        eval time =   36414.60 ms /  2082 tokens (   17.49 ms per token,    57.20 tokens per second)
109.27.821 I slot print_timing: id  0 | task 446 | draft acceptance = 0.78326 ( 1460 accepted /  1864 generated)
109.27.821 I slot print_timing: id  0 | task 446 | reasoning effort = medium
119.14.259 I slot print_timing: id  0 | task 448 | prompt eval time =    1614.50 ms /  1006 tokens (    1.60 ms per token,   623.10 tokens per second)
119.14.259 I slot print_timing: id  0 | task 448 |        eval time =   23323.40 ms /  1162 tokens (   20.07 ms per token,    49.80 tokens per second)
119.14.259 I slot print_timing: id  0 | task 448 | draft acceptance = 0.52437 (  710 accepted /  1354 generated)
119.14.259 I slot print_timing: id  0 | task 448 | reasoning effort = xhigh
119.49.562 I slot print_timing: id  0 | task 448 | prompt eval time =   27128.90 ms / 21309 tokens (    1.27 ms per token,   785.50 tokens per second)
119.49.562 I slot print_timing: id  0 | task 448 |        eval time =    8162.40 ms /   517 tokens (   15.79 ms per token,    63.30 tokens per second)
119.49.562 I slot print_timing: id  0 | task 448 | draft acceptance = 0.84703 (  371 accepted /   438 generated)
119.49.562 I slot print_timing: id  0 | task 448 | reasoning effort = medium
119.56.237 I slot print_timing: id  0 | task 449 | prompt eval time =    1644.90 ms /  1064 tokens (    1.55 ms per token,   646.80 tokens per second)  [21248 cached]
119.56.237 I slot print_timing: id  0 | task 449 |        eval time =    4159.80 ms /   282 tokens (   14.75 ms per token,    67.80 tokens per second)
119.56.237 I slot print_timing: id  0 | task 449 | draft acceptance = 0.92825 (  207 accepted /   223 generated)
119.56.237 I slot print_timing: id  0 | task 449 | reasoning effort = medium
121.08.881 I slot print_timing: id  0 | task 450 | prompt eval time =    2331.30 ms /  1476 tokens (    1.58 ms per token,   633.10 tokens per second)  [22272 cached]
121.08.881 I slot print_timing: id  0 | task 450 |        eval time =   70146.30 ms /  4161 tokens (   16.86 ms per token,    59.30 tokens per second)
121.08.881 I slot print_timing: id  0 | task 450 | draft acceptance = 0.77983 ( 2915 accepted /  3738 generated)
121.08.881 I slot print_timing: id  0 | task 450 | reasoning effort = medium
121.21.160 I slot print_timing: id  0 | task 451 | prompt eval time =    6701.40 ms /  4433 tokens (    1.51 ms per token,   661.50 tokens per second)  [23552 cached]
121.21.160 I slot print_timing: id  0 | task 451 |        eval time =    5431.20 ms /   368 tokens (   14.76 ms per token,    67.80 tokens per second)
121.21.160 I slot print_timing: id  0 | task 451 | draft acceptance = 0.94444 (  272 accepted /   288 generated)
121.21.160 I slot print_timing: id  0 | task 451 | reasoning effort = medium
121.24.891 I slot print_timing: id  0 | task 452 | prompt eval time =    1013.50 ms /   533 tokens (    1.90 ms per token,   525.90 tokens per second)  [27904 cached]
121.24.891 I slot print_timing: id  0 | task 452 |        eval time =    2579.30 ms /   180 tokens (   14.33 ms per token,    69.80 tokens per second)
121.24.891 I slot print_timing: id  0 | task 452 | draft acceptance = 0.98529 (  134 accepted /   136 generated)
121.24.891 I slot print_timing: id  0 | task 452 | reasoning effort = medium
121.32.575 I slot print_timing: id  0 | task 453 | prompt eval time =     685.40 ms /   287 tokens (    2.39 ms per token,   418.80 tokens per second)  [28416 cached]
121.32.575 I slot print_timing: id  0 | task 453 |        eval time =    6860.00 ms /   446 tokens (   15.38 ms per token,    65.00 tokens per second)
121.32.575 I slot print_timing: id  0 | task 453 | draft acceptance = 0.90278 (  325 accepted /   360 generated)
121.32.575 I slot print_timing: id  0 | task 453 | reasoning effort = medium
121.36.854 I slot print_timing: id  0 | task 454 | prompt eval time =    1066.90 ms /   559 tokens (    1.91 ms per token,   524.00 tokens per second)  [28672 cached]
121.36.854 I slot print_timing: id  0 | task 454 |        eval time =    3067.90 ms /   199 tokens (   15.42 ms per token,    64.90 tokens per second)
121.36.854 I slot print_timing: id  0 | task 454 | draft acceptance = 0.89506 (  145 accepted /   162 generated)
121.36.854 I slot print_timing: id  0 | task 454 | reasoning effort = medium
121.48.634 I slot print_timing: id  0 | task 455 | prompt eval time =     774.50 ms /   331 tokens (    2.34 ms per token,   427.30 tokens per second)  [29184 cached]
121.48.634 I slot print_timing: id  0 | task 455 |        eval time =   10867.80 ms /   757 tokens (   14.36 ms per token,    69.70 tokens per second)
121.48.634 I slot print_timing: id  0 | task 455 | draft acceptance = 0.98261 (  565 accepted /   575 generated)
121.48.634 I slot print_timing: id  0 | task 455 | reasoning effort = medium
121.51.519 I slot print_timing: id  0 | task 456 | prompt eval time =    1672.70 ms /   918 tokens (    1.82 ms per token,   548.80 tokens per second)  [29440 cached]
121.51.519 I slot print_timing: id  0 | task 456 |        eval time =    1036.30 ms /    66 tokens (   15.70 ms per token,    63.70 tokens per second)
121.51.519 I slot print_timing: id  0 | task 456 | draft acceptance = 0.92308 (   48 accepted /    52 generated)
121.51.519 I slot print_timing: id  0 | task 456 | reasoning effort = medium
121.55.245 I slot print_timing: id  0 | task 457 | prompt eval time =     857.80 ms /   361 tokens (    2.38 ms per token,   420.90 tokens per second)  [30208 cached]
121.55.245 I slot print_timing: id  0 | task 457 |        eval time =    2170.90 ms /   134 tokens (   16.20 ms per token,    61.70 tokens per second)
121.55.245 I slot print_timing: id  0 | task 457 | draft acceptance = 0.85714 (   96 accepted /   112 generated)
121.55.245 I slot print_timing: id  0 | task 457 | reasoning effort = medium
121.59.880 I slot print_timing: id  0 | task 458 | prompt eval time =    1032.00 ms /   474 tokens (    2.18 ms per token,   459.30 tokens per second)  [30464 cached]
121.59.880 I slot print_timing: id  0 | task 458 |        eval time =    3306.40 ms /   184 tokens (   17.97 ms per token,    55.60 tokens per second)
121.59.880 I slot print_timing: id  0 | task 458 | draft acceptance = 0.72414 (  126 accepted /   174 generated)
121.59.880 I slot print_timing: id  0 | task 458 | reasoning effort = medium
122.35.821 I slot print_timing: id  0 | task 459 | prompt eval time =    2896.70 ms /  1797 tokens (    1.61 ms per token,   620.40 tokens per second)  [30720 cached]
122.35.821 I slot print_timing: id  0 | task 459 |        eval time =   32899.90 ms /  1862 tokens (   17.67 ms per token,    56.60 tokens per second)
122.35.821 I slot print_timing: id  0 | task 459 | draft acceptance = 0.75747 ( 1293 accepted /  1707 generated)
122.35.821 I slot print_timing: id  0 | task 459 | reasoning effort = medium
122.49.772 I slot print_timing: id  0 | task 460 | prompt eval time =    4110.00 ms /  2446 tokens (    1.68 ms per token,   595.10 tokens per second)  [32512 cached]
122.49.772 I slot print_timing: id  0 | task 460 |        eval time =    9069.80 ms /   509 tokens (   17.82 ms per token,    56.10 tokens per second)
122.49.772 I slot print_timing: id  0 | task 460 | draft acceptance = 0.75053 (  352 accepted /   469 generated)
122.49.772 I slot print_timing: id  0 | task 460 | reasoning effort = medium
123.34.545 I slot print_timing: id  0 | task 461 | prompt eval time =    1516.70 ms /   833 tokens (    1.82 ms per token,   549.20 tokens per second)  [34816 cached]
123.34.545 I slot print_timing: id  0 | task 461 |        eval time =   41881.70 ms /  2310 tokens (   18.13 ms per token,    55.20 tokens per second)
123.34.545 I slot print_timing: id  0 | task 461 | draft acceptance = 0.73943 ( 1592 accepted /  2153 generated)
123.34.545 I slot print_timing: id  0 | task 461 | reasoning effort = medium
