94.47.082 I slot print_timing: id  0 | task 386 | prompt eval time =    1745.10 ms /   948 tokens (    1.84 ms per token,   543.20 tokens per second)  [33024 cached]
109.27.821 I slot print_timing: id  0 | task 446 |        eval time =   36414.60 ms /  2082 tokens (   17.49 ms per token,    57.20 tokens per second)
109.27.821 I slot print_timing: id  0 | task 446 | draft acceptance = 0.78326 ( 1460 accepted /  1864 generated)
109.27.821 I slot print_timing: id  0 | task 446 | reasoning effort = medium
119.14.259 I slot print_timing: id  0 | task 448 | prompt eval time =    1614.50 ms /  1006 tokens (    1.60 ms per token,   623.10 tokens per second)
119.14.259 I slot print_timing: id  0 | task 448 |        eval time =   23323.40 ms /  1162 tokens (   20.07 ms per token,    49.80 tokens per second)
119.14.259 I slot print_timing: id  0 | task 448 | draft acceptance = 0.52437 (  710 accepted /  1354 generated)
119.14.259 I slot print_timing: id  0 | task 448 | reasoning effort = xhigh
119.49.562 I slot print_timing: id  0 | task 448 | prompt eval time =   27128.90 ms / 21309 tokens (    1.27 ms per token,   785.50 tokens per second)
119.49.562 I slot print_timing: id  0 | task 448 |        eval time =    8162.40 ms /   517 tokens (   15.79 ms per token,    63.30 tokens per second)
119.49.562 I slot print_timing: id  0 | task 448 | draft acceptance = 0.84703 (  371 accepted /   438 generated)
119.49.562 I slot print_timing: id  0 | task 448 | reasoning effort = medium
119.56.237 I slot print_timing: id  0 | task 449 | prompt eval time =    1644.90 ms /  1064 tokens (    1.55 ms per token,   646.80 tokens per second)  [21248 cached]
119.56.237 I slot print_timing: id  0 | task 449 |        eval time =    4159.80 ms /   282 tokens (   14.75 ms per token,    67.80 tokens per second)
119.56.237 I slot print_timing: id  0 | task 449 | draft acceptance = 0.92825 (  207 accepted /   223 generated)
119.56.237 I slot print_timing: id  0 | task 449 | reasoning effort = medium
121.08.881 I slot print_timing: id  0 | task 450 | prompt eval time =    2331.30 ms /  1476 tokens (    1.58 ms per token,   633.10 tokens per second)  [22272 cached]
121.08.881 I slot print_timing: id  0 | task 450 |        eval time =   70146.30 ms /  4161 tokens (   16.86 ms per token,    59.30 tokens per second)
121.08.881 I slot print_timing: id  0 | task 450 | draft acceptance = 0.77983 ( 2915 accepted /  3738 generated)
121.08.881 I slot print_timing: id  0 | task 450 | reasoning effort = medium
121.21.160 I slot print_timing: id  0 | task 451 | prompt eval time =    6701.40 ms /  4433 tokens (    1.51 ms per token,   661.50 tokens per second)  [23552 cached]
121.21.160 I slot print_timing: id  0 | task 451 |        eval time =    5431.20 ms /   368 tokens (   14.76 ms per token,    67.80 tokens per second)
121.21.160 I slot print_timing: id  0 | task 451 | draft acceptance = 0.94444 (  272 accepted /   288 generated)
121.21.160 I slot print_timing: id  0 | task 451 | reasoning effort = medium
121.24.891 I slot print_timing: id  0 | task 452 | prompt eval time =    1013.50 ms /   533 tokens (    1.90 ms per token,   525.90 tokens per second)  [27904 cached]
121.24.891 I slot print_timing: id  0 | task 452 |        eval time =    2579.30 ms /   180 tokens (   14.33 ms per token,    69.80 tokens per second)
121.24.891 I slot print_timing: id  0 | task 452 | draft acceptance = 0.98529 (  134 accepted /   136 generated)
121.24.891 I slot print_timing: id  0 | task 452 | reasoning effort = medium
121.32.575 I slot print_timing: id  0 | task 453 | prompt eval time =     685.40 ms /   287 tokens (    2.39 ms per token,   418.80 tokens per second)  [28416 cached]
121.32.575 I slot print_timing: id  0 | task 453 |        eval time =    6860.00 ms /   446 tokens (   15.38 ms per token,    65.00 tokens per second)
121.32.575 I slot print_timing: id  0 | task 453 | draft acceptance = 0.90278 (  325 accepted /   360 generated)
121.32.575 I slot print_timing: id  0 | task 453 | reasoning effort = medium
121.36.854 I slot print_timing: id  0 | task 454 | prompt eval time =    1066.90 ms /   559 tokens (    1.91 ms per token,   524.00 tokens per second)  [28672 cached]
121.36.854 I slot print_timing: id  0 | task 454 |        eval time =    3067.90 ms /   199 tokens (   15.42 ms per token,    64.90 tokens per second)
121.36.854 I slot print_timing: id  0 | task 454 | draft acceptance = 0.89506 (  145 accepted /   162 generated)
121.36.854 I slot print_timing: id  0 | task 454 | reasoning effort = medium
121.48.634 I slot print_timing: id  0 | task 455 | prompt eval time =     774.50 ms /   331 tokens (    2.34 ms per token,   427.30 tokens per second)  [29184 cached]
121.48.634 I slot print_timing: id  0 | task 455 |        eval time =   10867.80 ms /   757 tokens (   14.36 ms per token,    69.70 tokens per second)
121.48.634 I slot print_timing: id  0 | task 455 | draft acceptance = 0.98261 (  565 accepted /   575 generated)
121.48.634 I slot print_timing: id  0 | task 455 | reasoning effort = medium
121.51.519 I slot print_timing: id  0 | task 456 | prompt eval time =    1672.70 ms /   918 tokens (    1.82 ms per token,   548.80 tokens per second)  [29440 cached]
121.51.519 I slot print_timing: id  0 | task 456 |        eval time =    1036.30 ms /    66 tokens (   15.70 ms per token,    63.70 tokens per second)
121.51.519 I slot print_timing: id  0 | task 456 | draft acceptance = 0.92308 (   48 accepted /    52 generated)
121.51.519 I slot print_timing: id  0 | task 456 | reasoning effort = medium
121.55.245 I slot print_timing: id  0 | task 457 | prompt eval time =     857.80 ms /   361 tokens (    2.38 ms per token,   420.90 tokens per second)  [30208 cached]
121.55.245 I slot print_timing: id  0 | task 457 |        eval time =    2170.90 ms /   134 tokens (   16.20 ms per token,    61.70 tokens per second)
121.55.245 I slot print_timing: id  0 | task 457 | draft acceptance = 0.85714 (   96 accepted /   112 generated)
121.55.245 I slot print_timing: id  0 | task 457 | reasoning effort = medium
121.59.880 I slot print_timing: id  0 | task 458 | prompt eval time =    1032.00 ms /   474 tokens (    2.18 ms per token,   459.30 tokens per second)  [30464 cached]
121.59.880 I slot print_timing: id  0 | task 458 |        eval time =    3306.40 ms /   184 tokens (   17.97 ms per token,    55.60 tokens per second)
121.59.880 I slot print_timing: id  0 | task 458 | draft acceptance = 0.72414 (  126 accepted /   174 generated)
121.59.880 I slot print_timing: id  0 | task 458 | reasoning effort = medium
122.35.821 I slot print_timing: id  0 | task 459 | prompt eval time =    2896.70 ms /  1797 tokens (    1.61 ms per token,   620.40 tokens per second)  [30720 cached]
122.35.821 I slot print_timing: id  0 | task 459 |        eval time =   32899.90 ms /  1862 tokens (   17.67 ms per token,    56.60 tokens per second)
122.35.821 I slot print_timing: id  0 | task 459 | draft acceptance = 0.75747 ( 1293 accepted /  1707 generated)
122.35.821 I slot print_timing: id  0 | task 459 | reasoning effort = medium
122.49.772 I slot print_timing: id  0 | task 460 | prompt eval time =    4110.00 ms /  2446 tokens (    1.68 ms per token,   595.10 tokens per second)  [32512 cached]
122.49.772 I slot print_timing: id  0 | task 460 |        eval time =    9069.80 ms /   509 tokens (   17.82 ms per token,    56.10 tokens per second)
122.49.772 I slot print_timing: id  0 | task 460 | draft acceptance = 0.75053 (  352 accepted /   469 generated)
122.49.772 I slot print_timing: id  0 | task 460 | reasoning effort = medium
123.34.545 I slot print_timing: id  0 | task 461 | prompt eval time =    1516.70 ms /   833 tokens (    1.82 ms per token,   549.20 tokens per second)  [34816 cached]
123.34.545 I slot print_timing: id  0 | task 461 |        eval time =   41881.70 ms /  2310 tokens (   18.13 ms per token,    55.20 tokens per second)
123.34.545 I slot print_timing: id  0 | task 461 | draft acceptance = 0.73943 ( 1592 accepted /  2153 generated)
123.34.545 I slot print_timing: id  0 | task 461 | reasoning effort = medium
125.19.706 I slot print_timing: id  0 | task 463 | prompt eval time =    1439.80 ms /  1004 tokens (    1.43 ms per token,   697.30 tokens per second)
125.19.706 I slot print_timing: id  0 | task 463 |        eval time =  101519.90 ms /  5297 tokens (   19.17 ms per token,    52.20 tokens per second)
125.19.706 I slot print_timing: id  0 | task 463 | draft acceptance = 0.57373 ( 3350 accepted /  5839 generated)
125.19.706 I slot print_timing: id  0 | task 463 | reasoning effort = xhigh
125.55.094 I slot print_timing: id  0 | task 463 | prompt eval time =   27246.70 ms / 21303 tokens (    1.28 ms per token,   781.90 tokens per second)
125.55.094 I slot print_timing: id  0 | task 463 |        eval time =    8131.30 ms /   512 tokens (   15.88 ms per token,    63.00 tokens per second)
125.55.094 I slot print_timing: id  0 | task 463 | draft acceptance = 0.85581 (  368 accepted /   430 generated)
125.55.094 I slot print_timing: id  0 | task 463 | reasoning effort = medium
126.01.337 I slot print_timing: id  0 | task 464 | prompt eval time =    1610.50 ms /  1051 tokens (    1.53 ms per token,   652.60 tokens per second)  [21248 cached]
126.01.337 I slot print_timing: id  0 | task 464 |        eval time =    3833.80 ms /   276 tokens (   13.89 ms per token,    72.00 tokens per second)
126.01.337 I slot print_timing: id  0 | task 464 | draft acceptance = 1.00000 (  207 accepted /   207 generated)
126.01.337 I slot print_timing: id  0 | task 464 | reasoning effort = medium
126.42.126 I slot print_timing: id  0 | task 465 | prompt eval time =    2259.60 ms /  1457 tokens (    1.55 ms per token,   644.80 tokens per second)  [22272 cached]
126.42.126 I slot print_timing: id  0 | task 465 |        eval time =   38369.30 ms /  2147 tokens (   17.87 ms per token,    56.00 tokens per second)
126.42.126 I slot print_timing: id  0 | task 465 | draft acceptance = 0.71366 ( 1463 accepted /  2050 generated)
126.42.126 I slot print_timing: id  0 | task 465 | reasoning effort = medium
126.52.135 I slot print_timing: id  0 | task 466 | prompt eval time =    3849.90 ms /  2461 tokens (    1.56 ms per token,   639.20 tokens per second)  [23552 cached]
126.52.135 I slot print_timing: id  0 | task 466 |        eval time =    5897.10 ms /   379 tokens (   15.56 ms per token,    64.30 tokens per second)
126.52.135 I slot print_timing: id  0 | task 466 | draft acceptance = 0.86984 (  274 accepted /   315 generated)
126.52.135 I slot print_timing: id  0 | task 466 | reasoning effort = medium
126.54.512 I slot print_timing: id  0 | task 467 | prompt eval time =    1286.80 ms /   643 tokens (    2.00 ms per token,   499.70 tokens per second)  [25856 cached]
126.54.512 I slot print_timing: id  0 | task 467 |        eval time =     964.00 ms /    54 tokens (   17.85 ms per token,    56.00 tokens per second)
126.54.512 I slot print_timing: id  0 | task 467 | draft acceptance = 0.74000 (   37 accepted /    50 generated)
126.54.512 I slot print_timing: id  0 | task 467 | reasoning effort = medium
126.59.086 I slot print_timing: id  0 | task 468 | prompt eval time =     509.30 ms /   231 tokens (    2.20 ms per token,   453.60 tokens per second)  [26368 cached]
126.59.086 I slot print_timing: id  0 | task 468 |        eval time =    3938.30 ms /   259 tokens (   15.21 ms per token,    65.80 tokens per second)
126.59.086 I slot print_timing: id  0 | task 468 | draft acceptance = 0.91304 (  189 accepted /   207 generated)
126.59.086 I slot print_timing: id  0 | task 468 | reasoning effort = medium
127.03.300 I slot print_timing: id  0 | task 469 | prompt eval time =    1069.70 ms /   573 tokens (    1.87 ms per token,   535.70 tokens per second)  [26368 cached]
127.03.300 I slot print_timing: id  0 | task 469 |        eval time =    3007.10 ms /   190 tokens (   15.83 ms per token,    63.20 tokens per second)
127.03.300 I slot print_timing: id  0 | task 469 | draft acceptance = 0.86164 (  137 accepted /   159 generated)
127.03.300 I slot print_timing: id  0 | task 469 | reasoning effort = medium
127.09.271 I slot print_timing: id  0 | task 470 | prompt eval time =     693.30 ms /   305 tokens (    2.27 ms per token,   439.90 tokens per second)  [26880 cached]
127.09.271 I slot print_timing: id  0 | task 470 |        eval time =    5148.20 ms /   351 tokens (   14.67 ms per token,    68.20 tokens per second)
127.09.271 I slot print_timing: id  0 | task 470 | draft acceptance = 0.94872 (  259 accepted /   273 generated)
127.09.271 I slot print_timing: id  0 | task 470 | reasoning effort = medium
127.12.990 I slot print_timing: id  0 | task 471 | prompt eval time =    1038.00 ms /   483 tokens (    2.15 ms per token,   465.30 tokens per second)  [27136 cached]
127.12.990 I slot print_timing: id  0 | task 471 |        eval time =    2543.30 ms /   179 tokens (   14.21 ms per token,    70.40 tokens per second)
127.12.990 I slot print_timing: id  0 | task 471 | draft acceptance = 1.00000 (  134 accepted /   134 generated)
127.12.990 I slot print_timing: id  0 | task 471 | reasoning effort = medium
127.15.634 I slot print_timing: id  0 | task 472 | prompt eval time =    1041.20 ms /   491 tokens (    2.12 ms per token,   471.60 tokens per second)  [27392 cached]
127.15.634 I slot print_timing: id  0 | task 472 |        eval time =    1462.80 ms /    97 tokens (   15.08 ms per token,    66.30 tokens per second)
127.15.634 I slot print_timing: id  0 | task 472 | draft acceptance = 0.91026 (   71 accepted /    78 generated)
127.15.634 I slot print_timing: id  0 | task 472 | reasoning effort = medium
127.24.896 I slot print_timing: id  0 | task 473 | prompt eval time =     934.20 ms /   388 tokens (    2.41 ms per token,   415.30 tokens per second)  [27648 cached]
127.24.896 I slot print_timing: id  0 | task 473 |        eval time =    8197.00 ms /   520 tokens (   15.76 ms per token,    63.40 tokens per second)
127.24.896 I slot print_timing: id  0 | task 473 | draft acceptance = 0.86406 (  375 accepted /   434 generated)
127.24.896 I slot print_timing: id  0 | task 473 | reasoning effort = medium
127.33.831 I slot print_timing: id  0 | task 474 | prompt eval time =    1528.80 ms /   861 tokens (    1.78 ms per token,   563.20 tokens per second)  [27904 cached]
127.33.831 I slot print_timing: id  0 | task 474 |        eval time =    7144.30 ms /   476 tokens (   15.01 ms per token,    66.60 tokens per second)
127.33.831 I slot print_timing: id  0 | task 474 | draft acceptance = 0.92838 (  350 accepted /   377 generated)
127.33.831 I slot print_timing: id  0 | task 474 | reasoning effort = medium
127.54.225 I slot print_timing: id  0 | task 475 | prompt eval time =    1319.00 ms /   650 tokens (    2.03 ms per token,   492.80 tokens per second)  [28672 cached]
127.54.225 I slot print_timing: id  0 | task 475 |        eval time =   18933.20 ms /  1131 tokens (   16.74 ms per token,    59.70 tokens per second)
127.54.225 I slot print_timing: id  0 | task 475 | draft acceptance = 0.80382 (  799 accepted /   994 generated)
127.54.225 I slot print_timing: id  0 | task 475 | reasoning effort = medium
127.58.422 I slot print_timing: id  0 | task 476 | prompt eval time =    2105.00 ms /  1313 tokens (    1.60 ms per token,   623.80 tokens per second)  [29184 cached]
127.58.422 I slot print_timing: id  0 | task 476 |        eval time =    1947.80 ms /   130 tokens (   14.98 ms per token,    66.70 tokens per second)
127.58.422 I slot print_timing: id  0 | task 476 | draft acceptance = 0.96000 (   96 accepted /   100 generated)
127.58.422 I slot print_timing: id  0 | task 476 | reasoning effort = medium
128.14.953 I slot print_timing: id  0 | task 477 | prompt eval time =     529.70 ms /   248 tokens (    2.14 ms per token,   468.20 tokens per second)  [30464 cached]
128.14.953 I slot print_timing: id  0 | task 477 |        eval time =   15854.70 ms /  1088 tokens (   14.57 ms per token,    68.60 tokens per second)
128.14.953 I slot print_timing: id  0 | task 477 | draft acceptance = 0.96535 (  808 accepted /   837 generated)
128.14.953 I slot print_timing: id  0 | task 477 | reasoning effort = medium
128.18.496 I slot print_timing: id  0 | task 478 | prompt eval time =    2391.30 ms /  1421 tokens (    1.68 ms per token,   594.20 tokens per second)  [30464 cached]
128.18.496 I slot print_timing: id  0 | task 478 |        eval time =     990.60 ms /    64 tokens (   15.48 ms per token,    64.60 tokens per second)
128.18.496 I slot print_timing: id  0 | task 478 | draft acceptance = 0.97917 (   47 accepted /    48 generated)
128.18.496 I slot print_timing: id  0 | task 478 | reasoning effort = medium
128.21.888 I slot print_timing: id  0 | task 479 | prompt eval time =     996.90 ms /   265 tokens (    3.76 ms per token,   265.80 tokens per second)  [31744 cached]
128.21.888 I slot print_timing: id  0 | task 479 |        eval time =    1778.00 ms /   112 tokens (   15.88 ms per token,    63.00 tokens per second)
128.21.888 I slot print_timing: id  0 | task 479 | draft acceptance = 0.87097 (   81 accepted /    93 generated)
128.21.888 I slot print_timing: id  0 | task 479 | reasoning effort = medium
128.23.346 I slot print_timing: id  0 | task 480 | prompt eval time =     423.10 ms /   167 tokens (    2.53 ms per token,   394.70 tokens per second)  [32000 cached]
128.23.346 I slot print_timing: id  0 | task 480 |        eval time =     870.40 ms /    55 tokens (   15.83 ms per token,    63.20 tokens per second)
128.23.346 I slot print_timing: id  0 | task 480 | draft acceptance = 0.90909 (   40 accepted /    44 generated)
128.23.346 I slot print_timing: id  0 | task 480 | reasoning effort = medium
129.08.835 I slot print_timing: id  0 | task 481 | prompt eval time =    2522.90 ms /  1514 tokens (    1.67 ms per token,   600.10 tokens per second)  [32000 cached]
129.08.835 I slot print_timing: id  0 | task 481 |        eval time =   42816.60 ms /  2262 tokens (   18.93 ms per token,    52.80 tokens per second)
129.08.835 I slot print_timing: id  0 | task 481 | draft acceptance = 0.68758 ( 1523 accepted /  2215 generated)
129.08.835 I slot print_timing: id  0 | task 481 | reasoning effort = medium
129.18.049 I slot print_timing: id  0 | task 482 | prompt eval time =    4818.80 ms /  2929 tokens (    1.65 ms per token,   607.80 tokens per second)  [33280 cached]
129.18.049 I slot print_timing: id  0 | task 482 |        eval time =    3992.80 ms /   255 tokens (   15.66 ms per token,    63.90 tokens per second)
129.18.049 I slot print_timing: id  0 | task 482 | draft acceptance = 0.90291 (  186 accepted /   206 generated)
129.18.049 I slot print_timing: id  0 | task 482 | reasoning effort = medium
129.26.259 I slot print_timing: id  0 | task 483 | prompt eval time =    1087.40 ms /   458 tokens (    2.37 ms per token,   421.20 tokens per second)  [36096 cached]
129.26.259 I slot print_timing: id  0 | task 483 |        eval time =    6333.40 ms /   375 tokens (   16.89 ms per token,    59.20 tokens per second)
129.26.259 I slot print_timing: id  0 | task 483 | draft acceptance = 0.81846 (  266 accepted /   325 generated)
129.26.259 I slot print_timing: id  0 | task 483 | reasoning effort = medium
129.51.283 I slot print_timing: id  0 | task 484 | prompt eval time =    1845.20 ms /   963 tokens (    1.92 ms per token,   521.90 tokens per second)  [36352 cached]
129.51.283 I slot print_timing: id  0 | task 484 |        eval time =   21733.80 ms /  1169 tokens (   18.59 ms per token,    53.80 tokens per second)
129.51.283 I slot print_timing: id  0 | task 484 | draft acceptance = 0.72047 (  799 accepted /  1109 generated)
129.51.283 I slot print_timing: id  0 | task 484 | reasoning effort = medium
130.10.145 I slot print_timing: id  0 | task 485 | prompt eval time =    2592.70 ms /  1560 tokens (    1.66 ms per token,   601.70 tokens per second)  [37120 cached]
130.10.145 I slot print_timing: id  0 | task 485 |        eval time =   15980.80 ms /   917 tokens (   17.43 ms per token,    57.40 tokens per second)
130.10.145 I slot print_timing: id  0 | task 485 | draft acceptance = 0.79141 (  645 accepted /   815 generated)
130.10.145 I slot print_timing: id  0 | task 485 | reasoning effort = medium
