6.10.780 I slot print_timing: id  0 | task 21 | prompt eval time =     893.20 ms /   381 tokens (    2.34 ms per token,   426.60 tokens per second)  [30208 cached]
24.13.637 I slot print_timing: id  0 | task 81 |        eval time =   27248.70 ms /  1616 tokens (   16.86 ms per token,    59.30 tokens per second)
24.13.637 I slot print_timing: id  0 | task 81 | draft acceptance = 0.77732 ( 1131 accepted /  1455 generated)
24.13.637 I slot print_timing: id  0 | task 81 | reasoning effort = medium
24.28.275 I slot print_timing: id  0 | task 82 | prompt eval time =    2917.90 ms /  1919 tokens (    1.52 ms per token,   657.70 tokens per second)  [23552 cached]
24.28.275 I slot print_timing: id  0 | task 82 |        eval time =   11460.40 ms /   716 tokens (   16.01 ms per token,    62.50 tokens per second)
24.28.275 I slot print_timing: id  0 | task 82 | draft acceptance = 0.83660 (  512 accepted /   612 generated)
24.28.275 I slot print_timing: id  0 | task 82 | reasoning effort = medium
24.34.247 I slot print_timing: id  0 | task 83 | prompt eval time =    1721.50 ms /   991 tokens (    1.74 ms per token,   575.70 tokens per second)  [25344 cached]
24.34.247 I slot print_timing: id  0 | task 83 |        eval time =    4122.60 ms /   238 tokens (   17.32 ms per token,    57.70 tokens per second)
24.34.247 I slot print_timing: id  0 | task 83 | draft acceptance = 0.75342 (  165 accepted /   219 generated)
24.34.247 I slot print_timing: id  0 | task 83 | reasoning effort = medium
24.43.798 I slot print_timing: id  0 | task 84 | prompt eval time =    1015.30 ms /   506 tokens (    2.01 ms per token,   498.40 tokens per second)  [26112 cached]
24.43.798 I slot print_timing: id  0 | task 84 |        eval time =    8412.00 ms /   571 tokens (   14.73 ms per token,    67.90 tokens per second)
24.43.798 I slot print_timing: id  0 | task 84 | draft acceptance = 0.93556 (  421 accepted /   450 generated)
24.43.798 I slot print_timing: id  0 | task 84 | reasoning effort = medium
24.46.838 I slot print_timing: id  0 | task 85 | prompt eval time =    1656.30 ms /   905 tokens (    1.83 ms per token,   546.40 tokens per second)  [26368 cached]
24.46.838 I slot print_timing: id  0 | task 85 |        eval time =    1244.40 ms /    76 tokens (   16.37 ms per token,    61.10 tokens per second)
24.46.838 I slot print_timing: id  0 | task 85 | draft acceptance = 0.83077 (   54 accepted /    65 generated)
24.46.838 I slot print_timing: id  0 | task 85 | reasoning effort = medium
24.52.352 I slot print_timing: id  0 | task 86 | prompt eval time =    1100.10 ms /   463 tokens (    2.38 ms per token,   420.90 tokens per second)  [27136 cached]
24.52.352 I slot print_timing: id  0 | task 86 |        eval time =    3742.20 ms /   240 tokens (   15.59 ms per token,    64.10 tokens per second)
24.52.352 I slot print_timing: id  0 | task 86 | draft acceptance = 0.88776 (  174 accepted /   196 generated)
24.52.352 I slot print_timing: id  0 | task 86 | reasoning effort = medium
24.57.354 I slot print_timing: id  0 | task 87 | prompt eval time =    1029.90 ms /   505 tokens (    2.04 ms per token,   490.30 tokens per second)  [27392 cached]
24.57.354 I slot print_timing: id  0 | task 87 |        eval time =    3844.70 ms /   229 tokens (   16.79 ms per token,    59.60 tokens per second)
24.57.354 I slot print_timing: id  0 | task 87 | draft acceptance = 0.78049 (  160 accepted /   205 generated)
24.57.354 I slot print_timing: id  0 | task 87 | reasoning effort = medium
25.00.119 I slot print_timing: id  0 | task 88 | prompt eval time =    1053.80 ms /   560 tokens (    1.88 ms per token,   531.40 tokens per second)  [27648 cached]
25.00.119 I slot print_timing: id  0 | task 88 |        eval time =    1576.90 ms /    91 tokens (   17.33 ms per token,    57.70 tokens per second)
25.00.119 I slot print_timing: id  0 | task 88 | draft acceptance = 0.76829 (   63 accepted /    82 generated)
25.00.119 I slot print_timing: id  0 | task 88 | reasoning effort = medium
25.02.986 I slot print_timing: id  0 | task 89 | prompt eval time =     500.40 ms /   203 tokens (    2.47 ms per token,   405.70 tokens per second)  [28160 cached]
25.02.986 I slot print_timing: id  0 | task 89 |        eval time =    1737.10 ms /   104 tokens (   16.70 ms per token,    59.90 tokens per second)
25.02.986 I slot print_timing: id  0 | task 89 | draft acceptance = 0.79348 (   73 accepted /    92 generated)
25.02.986 I slot print_timing: id  0 | task 89 | reasoning effort = medium
25.07.216 I slot print_timing: id  0 | task 90 | prompt eval time =     886.50 ms /   385 tokens (    2.30 ms per token,   434.30 tokens per second)  [28160 cached]
25.07.216 I slot print_timing: id  0 | task 90 |        eval time =    3089.00 ms /   196 tokens (   15.76 ms per token,    63.50 tokens per second)
25.07.216 I slot print_timing: id  0 | task 90 | draft acceptance = 0.86503 (  141 accepted /   163 generated)
25.07.216 I slot print_timing: id  0 | task 90 | reasoning effort = medium
25.17.602 I slot print_timing: id  0 | task 91 | prompt eval time =     863.50 ms /   378 tokens (    2.28 ms per token,   437.80 tokens per second)  [28416 cached]
25.17.602 I slot print_timing: id  0 | task 91 |        eval time =    9391.60 ms /   564 tokens (   16.65 ms per token,    60.10 tokens per second)
25.17.602 I slot print_timing: id  0 | task 91 | draft acceptance = 0.80933 (  399 accepted /   493 generated)
25.17.602 I slot print_timing: id  0 | task 91 | reasoning effort = medium
25.21.875 I slot print_timing: id  0 | task 92 | prompt eval time =    1407.50 ms /   762 tokens (    1.85 ms per token,   541.40 tokens per second)  [28672 cached]
25.21.875 I slot print_timing: id  0 | task 92 |        eval time =    2721.10 ms /   177 tokens (   15.37 ms per token,    65.00 tokens per second)
25.21.875 I slot print_timing: id  0 | task 92 | draft acceptance = 0.90845 (  129 accepted /   142 generated)
25.21.875 I slot print_timing: id  0 | task 92 | reasoning effort = medium
25.24.850 I slot print_timing: id  0 | task 93 | prompt eval time =    1058.20 ms /   511 tokens (    2.07 ms per token,   482.90 tokens per second)  [29184 cached]
25.24.850 I slot print_timing: id  0 | task 93 |        eval time =    1769.90 ms /   117 tokens (   15.13 ms per token,    66.10 tokens per second)
25.24.850 I slot print_timing: id  0 | task 93 | draft acceptance = 0.95556 (   86 accepted /    90 generated)
25.24.850 I slot print_timing: id  0 | task 93 | reasoning effort = medium
25.28.123 I slot print_timing: id  0 | task 94 | prompt eval time =     957.90 ms /   427 tokens (    2.24 ms per token,   445.80 tokens per second)  [29440 cached]
25.28.123 I slot print_timing: id  0 | task 94 |        eval time =    2176.90 ms /   133 tokens (   16.37 ms per token,    61.10 tokens per second)
25.28.123 I slot print_timing: id  0 | task 94 | draft acceptance = 0.84821 (   95 accepted /   112 generated)
25.28.123 I slot print_timing: id  0 | task 94 | reasoning effort = medium
25.37.747 I slot print_timing: id  0 | task 95 | prompt eval time =    1066.50 ms /   551 tokens (    1.94 ms per token,   516.60 tokens per second)  [29696 cached]
25.37.747 I slot print_timing: id  0 | task 95 |        eval time =    8281.80 ms /   540 tokens (   15.34 ms per token,    65.20 tokens per second)
25.37.747 I slot print_timing: id  0 | task 95 | draft acceptance = 0.90575 (  394 accepted /   435 generated)
25.37.747 I slot print_timing: id  0 | task 95 | reasoning effort = medium
25.42.292 I slot print_timing: id  0 | task 96 | prompt eval time =    1311.20 ms /   658 tokens (    1.99 ms per token,   501.80 tokens per second)  [30208 cached]
25.42.292 I slot print_timing: id  0 | task 96 |        eval time =    3086.70 ms /   191 tokens (   16.16 ms per token,    61.90 tokens per second)
25.42.292 I slot print_timing: id  0 | task 96 | draft acceptance = 0.85625 (  137 accepted /   160 generated)
25.42.292 I slot print_timing: id  0 | task 96 | reasoning effort = medium
25.45.492 I slot print_timing: id  0 | task 97 | prompt eval time =     947.90 ms /   392 tokens (    2.42 ms per token,   413.50 tokens per second)  [30720 cached]
25.45.492 I slot print_timing: id  0 | task 97 |        eval time =    2103.90 ms /   137 tokens (   15.36 ms per token,    65.10 tokens per second)
25.45.492 I slot print_timing: id  0 | task 97 | draft acceptance = 0.90090 (  100 accepted /   111 generated)
25.45.492 I slot print_timing: id  0 | task 97 | reasoning effort = medium
25.57.371 I slot print_timing: id  0 | task 98 | prompt eval time =     847.50 ms /   357 tokens (    2.37 ms per token,   421.30 tokens per second)  [30976 cached]
25.57.371 I slot print_timing: id  0 | task 98 |        eval time =   10878.30 ms /   744 tokens (   14.62 ms per token,    68.40 tokens per second)
25.57.371 I slot print_timing: id  0 | task 98 | draft acceptance = 0.96167 (  552 accepted /   574 generated)
25.57.371 I slot print_timing: id  0 | task 98 | reasoning effort = medium
26.00.371 I slot print_timing: id  0 | task 99 | prompt eval time =    1702.70 ms /   929 tokens (    1.83 ms per token,   545.60 tokens per second)  [31232 cached]
26.00.371 I slot print_timing: id  0 | task 99 |        eval time =    1141.70 ms /    78 tokens (   14.64 ms per token,    68.30 tokens per second)
26.00.371 I slot print_timing: id  0 | task 99 | draft acceptance = 0.96667 (   58 accepted /    60 generated)
26.00.371 I slot print_timing: id  0 | task 99 | reasoning effort = medium
26.03.913 I slot print_timing: id  0 | task 100 | prompt eval time =     696.00 ms /   299 tokens (    2.33 ms per token,   429.60 tokens per second)  [32000 cached]
26.03.913 I slot print_timing: id  0 | task 100 |        eval time =    2211.80 ms /   138 tokens (   16.03 ms per token,    62.40 tokens per second)
26.03.913 I slot print_timing: id  0 | task 100 | draft acceptance = 0.86087 (   99 accepted /   115 generated)
26.03.913 I slot print_timing: id  0 | task 100 | reasoning effort = medium
26.05.346 I slot print_timing: id  0 | task 101 | prompt eval time =     530.60 ms /   237 tokens (    2.24 ms per token,   446.60 tokens per second)  [32256 cached]
26.05.346 I slot print_timing: id  0 | task 101 |        eval time =     755.40 ms /    49 tokens (   15.42 ms per token,    64.90 tokens per second)
26.05.346 I slot print_timing: id  0 | task 101 | draft acceptance = 0.94737 (   36 accepted /    38 generated)
26.05.346 I slot print_timing: id  0 | task 101 | reasoning effort = medium
26.24.324 I slot print_timing: id  0 | task 102 | prompt eval time =    2540.70 ms /  1578 tokens (    1.61 ms per token,   621.10 tokens per second)  [32256 cached]
26.24.324 I slot print_timing: id  0 | task 102 |        eval time =   16286.50 ms /   942 tokens (   17.29 ms per token,    57.80 tokens per second)
26.24.324 I slot print_timing: id  0 | task 102 | draft acceptance = 0.78014 (  660 accepted /   846 generated)
26.24.324 I slot print_timing: id  0 | task 102 | reasoning effort = medium
26.29.856 I slot print_timing: id  0 | task 103 | prompt eval time =    2461.50 ms /  1416 tokens (    1.74 ms per token,   575.30 tokens per second)  [33792 cached]
26.29.856 I slot print_timing: id  0 | task 103 |        eval time =    2668.60 ms /   157 tokens (   17.00 ms per token,    58.80 tokens per second)
26.29.856 I slot print_timing: id  0 | task 103 | draft acceptance = 0.82222 (  111 accepted /   135 generated)
26.29.856 I slot print_timing: id  0 | task 103 | reasoning effort = medium
26.37.820 I slot print_timing: id  0 | task 104 | prompt eval time =     852.40 ms /   352 tokens (    2.42 ms per token,   413.00 tokens per second)  [35072 cached]
26.37.820 I slot print_timing: id  0 | task 104 |        eval time =    6440.60 ms /   396 tokens (   16.26 ms per token,    61.50 tokens per second)
26.37.820 I slot print_timing: id  0 | task 104 | draft acceptance = 0.86364 (  285 accepted /   330 generated)
26.37.820 I slot print_timing: id  0 | task 104 | reasoning effort = medium
26.51.030 I slot print_timing: id  0 | task 105 | prompt eval time =    1401.00 ms /   529 tokens (    2.65 ms per token,   377.60 tokens per second)  [35328 cached]
26.51.030 I slot print_timing: id  0 | task 105 |        eval time =   11652.80 ms /   681 tokens (   17.11 ms per token,    58.40 tokens per second)
26.51.030 I slot print_timing: id  0 | task 105 | draft acceptance = 0.79734 (  480 accepted /   602 generated)
26.51.030 I slot print_timing: id  0 | task 105 | reasoning effort = medium
27.44.314 I slot print_timing: id  0 | task 107 | prompt eval time =    1621.30 ms /  1004 tokens (    1.61 ms per token,   619.20 tokens per second)
27.44.314 I slot print_timing: id  0 | task 107 |        eval time =   25858.70 ms /  1540 tokens (   16.79 ms per token,    59.60 tokens per second)
27.44.314 I slot print_timing: id  0 | task 107 | draft acceptance = 0.69886 ( 1042 accepted /  1491 generated)
27.44.314 I slot print_timing: id  0 | task 107 | reasoning effort = xhigh
28.20.241 I slot print_timing: id  0 | task 107 | prompt eval time =   27106.20 ms / 21301 tokens (    1.27 ms per token,   785.80 tokens per second)
28.20.241 I slot print_timing: id  0 | task 107 |        eval time =    8813.10 ms /   551 tokens (   15.99 ms per token,    62.50 tokens per second)
28.20.241 I slot print_timing: id  0 | task 107 | draft acceptance = 0.83087 (  393 accepted /   473 generated)
28.20.241 I slot print_timing: id  0 | task 107 | reasoning effort = medium
28.26.563 I slot print_timing: id  0 | task 108 | prompt eval time =    1747.40 ms /  1090 tokens (    1.60 ms per token,   623.80 tokens per second)  [21248 cached]
28.26.563 I slot print_timing: id  0 | task 108 |        eval time =    3756.60 ms /   270 tokens (   13.91 ms per token,    71.90 tokens per second)
28.26.563 I slot print_timing: id  0 | task 108 | draft acceptance = 1.00000 (  202 accepted /   202 generated)
28.26.563 I slot print_timing: id  0 | task 108 | reasoning effort = medium
29.50.137 I slot print_timing: id  0 | task 109 | prompt eval time =    2347.10 ms /  1490 tokens (    1.58 ms per token,   634.80 tokens per second)  [22272 cached]
29.50.137 I slot print_timing: id  0 | task 109 |        eval time =   81071.40 ms /  4879 tokens (   16.62 ms per token,    60.20 tokens per second)
29.50.137 I slot print_timing: id  0 | task 109 | draft acceptance = 0.79722 ( 3440 accepted /  4315 generated)
29.50.137 I slot print_timing: id  0 | task 109 | reasoning effort = medium
30.03.009 I slot print_timing: id  0 | task 110 | prompt eval time =    7728.30 ms /  5188 tokens (    1.49 ms per token,   671.30 tokens per second)  [23552 cached]
30.03.009 I slot print_timing: id  0 | task 110 |        eval time =    4997.80 ms /   337 tokens (   14.83 ms per token,    67.40 tokens per second)
30.03.009 I slot print_timing: id  0 | task 110 | draft acceptance = 0.95785 (  250 accepted /   261 generated)
30.03.009 I slot print_timing: id  0 | task 110 | reasoning effort = medium
30.06.551 I slot print_timing: id  0 | task 111 | prompt eval time =    1032.90 ms /   487 tokens (    2.12 ms per token,   471.50 tokens per second)  [28672 cached]
30.06.551 I slot print_timing: id  0 | task 111 |        eval time =    2352.10 ms /   164 tokens (   14.34 ms per token,    69.70 tokens per second)
30.06.551 I slot print_timing: id  0 | task 111 | draft acceptance = 1.00000 (  123 accepted /   123 generated)
30.06.551 I slot print_timing: id  0 | task 111 | reasoning effort = medium
30.17.202 I slot print_timing: id  0 | task 112 | prompt eval time =    1031.50 ms /   479 tokens (    2.15 ms per token,   464.40 tokens per second)  [28928 cached]
30.17.202 I slot print_timing: id  0 | task 112 |        eval time =    9477.30 ms /   632 tokens (   15.00 ms per token,    66.70 tokens per second)
30.17.202 I slot print_timing: id  0 | task 112 | draft acceptance = 0.93373 (  465 accepted /   498 generated)
30.17.202 I slot print_timing: id  0 | task 112 | reasoning effort = medium
30.21.717 I slot print_timing: id  0 | task 113 | prompt eval time =    1690.10 ms /   928 tokens (    1.82 ms per token,   549.10 tokens per second)  [29184 cached]
30.21.717 I slot print_timing: id  0 | task 113 |        eval time =    2677.10 ms /   176 tokens (   15.21 ms per token,    65.70 tokens per second)
30.21.717 I slot print_timing: id  0 | task 113 | draft acceptance = 0.93478 (  129 accepted /   138 generated)
30.21.717 I slot print_timing: id  0 | task 113 | reasoning effort = medium
30.36.045 I slot print_timing: id  0 | task 114 | prompt eval time =     944.00 ms /   420 tokens (    2.25 ms per token,   444.90 tokens per second)  [29952 cached]
30.36.045 I slot print_timing: id  0 | task 114 |        eval time =   13236.50 ms /   880 tokens (   15.04 ms per token,    66.50 tokens per second)
30.36.045 I slot print_timing: id  0 | task 114 | draft acceptance = 0.92154 (  646 accepted /   701 generated)
30.36.045 I slot print_timing: id  0 | task 114 | reasoning effort = medium
30.39.098 I slot print_timing: id  0 | task 115 | prompt eval time =    1918.30 ms /  1128 tokens (    1.70 ms per token,   588.00 tokens per second)  [30208 cached]
30.39.098 I slot print_timing: id  0 | task 115 |        eval time =     977.60 ms /    64 tokens (   15.28 ms per token,    65.50 tokens per second)
30.39.098 I slot print_timing: id  0 | task 115 | draft acceptance = 0.97917 (   47 accepted /    48 generated)
30.39.098 I slot print_timing: id  0 | task 115 | reasoning effort = medium
30.42.497 I slot print_timing: id  0 | task 116 | prompt eval time =     522.00 ms /   228 tokens (    2.29 ms per token,   436.80 tokens per second)  [31232 cached]
30.42.497 I slot print_timing: id  0 | task 116 |        eval time =    2231.70 ms /   137 tokens (   16.29 ms per token,    61.40 tokens per second)
30.42.497 I slot print_timing: id  0 | task 116 | draft acceptance = 0.85965 (   98 accepted /   114 generated)
30.42.497 I slot print_timing: id  0 | task 116 | reasoning effort = medium
30.45.652 I slot print_timing: id  0 | task 117 | prompt eval time =    1333.30 ms /   682 tokens (    1.95 ms per token,   511.50 tokens per second)  [31232 cached]
30.45.652 I slot print_timing: id  0 | task 117 |        eval time =    1550.90 ms /    91 tokens (   17.04 ms per token,    58.70 tokens per second)
30.45.652 I slot print_timing: id  0 | task 117 | draft acceptance = 0.79012 (   64 accepted /    81 generated)
30.45.652 I slot print_timing: id  0 | task 117 | reasoning effort = medium
31.23.299 I slot print_timing: id  0 | task 118 | prompt eval time =    2508.90 ms /  1553 tokens (    1.62 ms per token,   619.00 tokens per second)  [31744 cached]
31.23.299 I slot print_timing: id  0 | task 118 |        eval time =   34987.00 ms /  1868 tokens (   18.73 ms per token,    53.40 tokens per second)
31.23.299 I slot print_timing: id  0 | task 118 | draft acceptance = 0.69587 ( 1263 accepted /  1815 generated)
31.23.299 I slot print_timing: id  0 | task 118 | reasoning effort = medium
31.45.598 I slot print_timing: id  0 | task 119 | prompt eval time =    3978.40 ms /  2352 tokens (    1.69 ms per token,   591.20 tokens per second)  [33280 cached]
31.45.598 I slot print_timing: id  0 | task 119 |        eval time =   17920.40 ms /   995 tokens (   18.01 ms per token,    55.50 tokens per second)
31.45.598 I slot print_timing: id  0 | task 119 | draft acceptance = 0.74162 (  686 accepted /   925 generated)
31.45.598 I slot print_timing: id  0 | task 119 | reasoning effort = medium
32.42.664 I slot print_timing: id  0 | task 120 | prompt eval time =    2181.80 ms /  1221 tokens (    1.79 ms per token,   559.60 tokens per second)  [35584 cached]
32.42.664 I slot print_timing: id  0 | task 120 |        eval time =   53536.50 ms /  2716 tokens (   19.71 ms per token,    50.70 tokens per second)
32.42.664 I slot print_timing: id  0 | task 120 | draft acceptance = 0.65418 ( 1799 accepted /  2750 generated)
32.42.664 I slot print_timing: id  0 | task 120 | reasoning effort = medium
