178.50.969 I slot print_timing: id  0 | task 285 | prompt eval time =    2174.50 ms /   943 tokens (    2.31 ms per token,   433.70 tokens per second)  [66816 cached]
202.38.681 I slot print_timing: id  0 | task 345 |        eval time =    2395.50 ms /   144 tokens (   16.64 ms per token,    60.10 tokens per second)
202.38.681 I slot print_timing: id  0 | task 345 | draft acceptance = 0.94643 (  106 accepted /   112 generated)
202.38.681 I slot print_timing: id  0 | task 345 | reasoning effort = medium
202.44.269 I slot print_timing: id  0 | task 346 | prompt eval time =    1852.90 ms /  1116 tokens (    1.66 ms per token,   602.30 tokens per second)  [22272 cached]
202.44.269 I slot print_timing: id  0 | task 346 |        eval time =    2727.70 ms /   166 tokens (   16.43 ms per token,    60.90 tokens per second)
202.44.269 I slot print_timing: id  0 | task 346 | draft acceptance = 0.95349 (  123 accepted /   129 generated)
202.44.269 I slot print_timing: id  0 | task 346 | reasoning effort = medium
214.51.043 I slot print_timing: id  0 | task 347 | prompt eval time =    1392.80 ms /   752 tokens (    1.85 ms per token,   539.90 tokens per second)  [23296 cached]
214.51.043 I slot print_timing: id  0 | task 347 |        eval time =  724983.90 ms / 34837 tokens (   20.81 ms per token,    48.10 tokens per second)
214.51.043 I slot print_timing: id  0 | task 347 | draft acceptance = 0.72048 (23817 accepted / 33057 generated)
214.51.043 I slot print_timing: id  0 | task 347 | reasoning effort = medium
218.32.873 I slot print_timing: id  0 | task 348 | prompt eval time =   57159.00 ms / 34952 tokens (    1.64 ms per token,   611.50 tokens per second)  [23808 cached]
218.32.873 I slot print_timing: id  0 | task 348 |        eval time =  164248.70 ms /  8029 tokens (   20.46 ms per token,    48.90 tokens per second)
218.32.873 I slot print_timing: id  0 | task 348 | draft acceptance = 0.81014 ( 5688 accepted /  7021 generated)
218.32.873 I slot print_timing: id  0 | task 348 | reasoning effort = medium
263.42.499 I slot print_timing: id  0 | task 349 | prompt eval time =   18529.30 ms /  8365 tokens (    2.22 ms per token,   451.40 tokens per second)  [58624 cached]
263.42.499 I slot print_timing: id  0 | task 349 |        eval time = 2690609.10 ms / 127996 tokens (   21.02 ms per token,    47.60 tokens per second)
263.42.499 I slot print_timing: id  0 | task 349 | draft acceptance = 0.98961 (95745 accepted / 96750 generated)
263.42.499 I slot print_timing: id  0 | task 349 | reasoning effort = medium
267.22.727 I slot print_timing: id  0 | task 350 | prompt eval time =  107320.20 ms / 67038 tokens (    1.60 ms per token,   624.70 tokens per second)
267.22.727 I slot print_timing: id  0 | task 350 |        eval time =  112605.70 ms /  5442 tokens (   20.69 ms per token,    48.30 tokens per second)
267.22.727 I slot print_timing: id  0 | task 350 | draft acceptance = 0.82818 ( 3880 accepted /  4685 generated)
267.22.727 I slot print_timing: id  0 | task 350 | reasoning effort = medium
268.36.191 I slot print_timing: id  0 | task 351 | prompt eval time =   14673.40 ms /  5774 tokens (    2.54 ms per token,   393.50 tokens per second)  [66816 cached]
268.36.191 I slot print_timing: id  0 | task 351 |        eval time =   58435.30 ms /  2803 tokens (   20.85 ms per token,    48.00 tokens per second)
268.36.191 I slot print_timing: id  0 | task 351 | draft acceptance = 0.81942 ( 1992 accepted /  2431 generated)
268.36.191 I slot print_timing: id  0 | task 351 | reasoning effort = medium
268.47.159 I slot print_timing: id  0 | task 352 | prompt eval time =    9261.80 ms /  2981 tokens (    3.11 ms per token,   321.90 tokens per second)  [72448 cached]
268.47.159 I slot print_timing: id  0 | task 352 |        eval time =    1359.70 ms /    79 tokens (   17.21 ms per token,    58.10 tokens per second)
268.47.159 I slot print_timing: id  0 | task 352 | draft acceptance = 0.98333 (   59 accepted /    60 generated)
268.47.159 I slot print_timing: id  0 | task 352 | reasoning effort = medium
269.03.342 I slot print_timing: id  0 | task 353 | prompt eval time =    1705.20 ms /   303 tokens (    5.63 ms per token,   177.70 tokens per second)  [75264 cached]
269.03.342 I slot print_timing: id  0 | task 353 |        eval time =   13588.00 ms /   665 tokens (   20.43 ms per token,    48.90 tokens per second)
269.03.342 I slot print_timing: id  0 | task 353 | draft acceptance = 0.76949 (  464 accepted /   603 generated)
269.03.342 I slot print_timing: id  0 | task 353 | reasoning effort = medium
269.12.521 I slot print_timing: id  0 | task 354 | prompt eval time =    3791.10 ms /   835 tokens (    4.54 ms per token,   220.30 tokens per second)  [75520 cached]
269.12.521 I slot print_timing: id  0 | task 354 |        eval time =    4868.40 ms /   237 tokens (   20.54 ms per token,    48.70 tokens per second)
269.12.521 I slot print_timing: id  0 | task 354 | draft acceptance = 0.77465 (  165 accepted /   213 generated)
269.12.521 I slot print_timing: id  0 | task 354 | reasoning effort = medium
269.23.308 I slot print_timing: id  0 | task 355 | prompt eval time =    5174.20 ms /   458 tokens (   11.30 ms per token,    88.50 tokens per second)  [76288 cached]
269.23.308 I slot print_timing: id  0 | task 355 |        eval time =    5125.10 ms /   264 tokens (   19.41 ms per token,    51.50 tokens per second)
269.23.308 I slot print_timing: id  0 | task 355 | draft acceptance = 0.85973 (  190 accepted /   221 generated)
269.23.308 I slot print_timing: id  0 | task 355 | reasoning effort = medium
269.42.903 I slot print_timing: id  0 | task 356 | prompt eval time =    3182.10 ms /  1053 tokens (    3.02 ms per token,   330.90 tokens per second)  [76544 cached]
269.42.903 I slot print_timing: id  0 | task 356 |        eval time =   15961.80 ms /   733 tokens (   21.78 ms per token,    45.90 tokens per second)
269.42.903 I slot print_timing: id  0 | task 356 | draft acceptance = 0.71388 (  499 accepted /   699 generated)
269.42.903 I slot print_timing: id  0 | task 356 | reasoning effort = medium
270.20.087 I slot print_timing: id  0 | task 358 | prompt eval time =    1587.50 ms /   992 tokens (    1.60 ms per token,   624.90 tokens per second)
270.20.087 I slot print_timing: id  0 | task 358 |        eval time =   21438.60 ms /   940 tokens (   22.81 ms per token,    43.80 tokens per second)
270.20.087 I slot print_timing: id  0 | task 358 | draft acceptance = 0.49691 (  562 accepted /  1131 generated)
270.20.087 I slot print_timing: id  0 | task 358 | reasoning effort = xhigh
270.55.080 I slot print_timing: id  0 | task 358 | prompt eval time =   28337.10 ms / 21177 tokens (    1.34 ms per token,   747.30 tokens per second)
270.55.080 I slot print_timing: id  0 | task 358 |        eval time =    6638.40 ms /   385 tokens (   17.24 ms per token,    58.00 tokens per second)
270.55.080 I slot print_timing: id  0 | task 358 | draft acceptance = 0.85494 (  277 accepted /   324 generated)
270.55.080 I slot print_timing: id  0 | task 358 | reasoning effort = medium
271.01.992 I slot print_timing: id  0 | task 359 | prompt eval time =    1873.60 ms /  1056 tokens (    1.77 ms per token,   563.60 tokens per second)  [20992 cached]
271.01.992 I slot print_timing: id  0 | task 359 |        eval time =    4177.40 ms /   275 tokens (   15.19 ms per token,    65.80 tokens per second)
271.01.992 I slot print_timing: id  0 | task 359 | draft acceptance = 0.96682 (  204 accepted /   211 generated)
271.01.992 I slot print_timing: id  0 | task 359 | reasoning effort = medium
271.43.416 I slot print_timing: id  0 | task 360 | prompt eval time =    3238.00 ms /  1461 tokens (    2.22 ms per token,   451.20 tokens per second)  [22016 cached]
271.43.416 I slot print_timing: id  0 | task 360 |        eval time =   38003.80 ms /  2020 tokens (   18.81 ms per token,    53.20 tokens per second)
271.43.416 I slot print_timing: id  0 | task 360 | draft acceptance = 0.76098 ( 1404 accepted /  1845 generated)
271.43.416 I slot print_timing: id  0 | task 360 | reasoning effort = medium
271.53.024 I slot print_timing: id  0 | task 361 | prompt eval time =    3963.70 ms /  2344 tokens (    1.69 ms per token,   591.40 tokens per second)  [23296 cached]
271.53.024 I slot print_timing: id  0 | task 361 |        eval time =    5470.50 ms /   352 tokens (   15.54 ms per token,    64.30 tokens per second)
271.53.024 I slot print_timing: id  0 | task 361 | draft acceptance = 0.97037 (  262 accepted /   270 generated)
271.53.024 I slot print_timing: id  0 | task 361 | reasoning effort = medium
271.58.214 I slot print_timing: id  0 | task 362 | prompt eval time =    2267.60 ms /   475 tokens (    4.77 ms per token,   209.50 tokens per second)  [25600 cached]
271.58.214 I slot print_timing: id  0 | task 362 |        eval time =    2775.40 ms /   178 tokens (   15.59 ms per token,    64.10 tokens per second)
271.58.214 I slot print_timing: id  0 | task 362 | draft acceptance = 0.97059 (  132 accepted /   136 generated)
271.58.214 I slot print_timing: id  0 | task 362 | reasoning effort = medium
272.06.754 I slot print_timing: id  0 | task 363 | prompt eval time =    2272.00 ms /   482 tokens (    4.71 ms per token,   212.10 tokens per second)  [25856 cached]
272.06.754 I slot print_timing: id  0 | task 363 |        eval time =    6103.50 ms /   368 tokens (   16.59 ms per token,    60.30 tokens per second)
272.06.754 I slot print_timing: id  0 | task 363 | draft acceptance = 0.85161 (  264 accepted /   310 generated)
272.06.754 I slot print_timing: id  0 | task 363 | reasoning effort = medium
272.12.860 I slot print_timing: id  0 | task 364 | prompt eval time =    2319.90 ms /   675 tokens (    3.44 ms per token,   291.00 tokens per second)  [26112 cached]
272.12.860 I slot print_timing: id  0 | task 364 |        eval time =    3649.30 ms /   195 tokens (   18.71 ms per token,    53.40 tokens per second)
272.12.860 I slot print_timing: id  0 | task 364 | draft acceptance = 0.74033 (  134 accepted /   181 generated)
272.12.860 I slot print_timing: id  0 | task 364 | reasoning effort = medium
272.30.627 I slot print_timing: id  0 | task 365 | prompt eval time =    1971.10 ms /   442 tokens (    4.46 ms per token,   224.20 tokens per second)  [26624 cached]
272.30.627 I slot print_timing: id  0 | task 365 |        eval time =   15650.60 ms /   950 tokens (   16.47 ms per token,    60.70 tokens per second)
272.30.627 I slot print_timing: id  0 | task 365 | draft acceptance = 0.86490 (  685 accepted /   792 generated)
272.30.627 I slot print_timing: id  0 | task 365 | reasoning effort = medium
272.36.767 I slot print_timing: id  0 | task 366 | prompt eval time =    3384.70 ms /  1221 tokens (    2.77 ms per token,   360.70 tokens per second)  [26880 cached]
272.36.767 I slot print_timing: id  0 | task 366 |        eval time =    2612.10 ms /   158 tokens (   16.53 ms per token,    60.50 tokens per second)
272.36.767 I slot print_timing: id  0 | task 366 | draft acceptance = 0.87692 (  114 accepted /   130 generated)
272.36.767 I slot print_timing: id  0 | task 366 | reasoning effort = medium
272.42.052 I slot print_timing: id  0 | task 367 | prompt eval time =    2388.10 ms /   494 tokens (    4.83 ms per token,   206.90 tokens per second)  [27904 cached]
272.42.052 I slot print_timing: id  0 | task 367 |        eval time =    2284.50 ms /   132 tokens (   17.31 ms per token,    57.80 tokens per second)
272.42.052 I slot print_timing: id  0 | task 367 | draft acceptance = 0.79487 (   93 accepted /   117 generated)
272.42.052 I slot print_timing: id  0 | task 367 | reasoning effort = medium
272.53.322 I slot print_timing: id  0 | task 368 | prompt eval time =    1833.10 ms /   603 tokens (    3.04 ms per token,   328.90 tokens per second)  [28160 cached]
272.53.322 I slot print_timing: id  0 | task 368 |        eval time =    9163.10 ms /   430 tokens (   21.31 ms per token,    46.90 tokens per second)
272.53.322 I slot print_timing: id  0 | task 368 | draft acceptance = 0.61863 (  279 accepted /   451 generated)
272.53.322 I slot print_timing: id  0 | task 368 | reasoning effort = medium
273.10.284 I slot print_timing: id  0 | task 370 | prompt eval time =    1478.40 ms /  1004 tokens (    1.47 ms per token,   679.10 tokens per second)
273.10.284 I slot print_timing: id  0 | task 370 |        eval time =   13323.30 ms /   608 tokens (   21.91 ms per token,    45.60 tokens per second)
273.10.284 I slot print_timing: id  0 | task 370 | draft acceptance = 0.50069 (  365 accepted /   729 generated)
273.10.284 I slot print_timing: id  0 | task 370 | reasoning effort = xhigh
273.46.680 I slot print_timing: id  0 | task 370 | prompt eval time =   27428.80 ms / 21300 tokens (    1.29 ms per token,   776.60 tokens per second)
273.46.680 I slot print_timing: id  0 | task 370 |        eval time =    8955.00 ms /   539 tokens (   16.61 ms per token,    60.20 tokens per second)
273.46.680 I slot print_timing: id  0 | task 370 | draft acceptance = 0.84868 (  387 accepted /   456 generated)
273.46.680 I slot print_timing: id  0 | task 370 | reasoning effort = medium
273.53.460 I slot print_timing: id  0 | task 371 | prompt eval time =    1938.50 ms /  1077 tokens (    1.80 ms per token,   555.60 tokens per second)  [21248 cached]
273.53.460 I slot print_timing: id  0 | task 371 |        eval time =    4019.90 ms /   270 tokens (   14.89 ms per token,    67.20 tokens per second)
273.53.460 I slot print_timing: id  0 | task 371 | draft acceptance = 1.00000 (  202 accepted /   202 generated)
273.53.460 I slot print_timing: id  0 | task 371 | reasoning effort = medium
274.38.532 I slot print_timing: id  0 | task 372 | prompt eval time =    3503.40 ms /  1477 tokens (    2.37 ms per token,   421.60 tokens per second)  [22272 cached]
274.38.532 I slot print_timing: id  0 | task 372 |        eval time =   41369.90 ms /  2214 tokens (   18.69 ms per token,    53.50 tokens per second)
274.38.532 I slot print_timing: id  0 | task 372 | draft acceptance = 0.74513 ( 1529 accepted /  2052 generated)
274.38.532 I slot print_timing: id  0 | task 372 | reasoning effort = medium
274.49.417 I slot print_timing: id  0 | task 373 | prompt eval time =    5232.60 ms /  2550 tokens (    2.05 ms per token,   487.30 tokens per second)  [23552 cached]
274.49.417 I slot print_timing: id  0 | task 373 |        eval time =    5495.30 ms /   359 tokens (   15.31 ms per token,    65.30 tokens per second)
274.49.417 I slot print_timing: id  0 | task 373 | draft acceptance = 0.95341 (  266 accepted /   279 generated)
274.49.417 I slot print_timing: id  0 | task 373 | reasoning effort = medium
274.54.571 I slot print_timing: id  0 | task 374 | prompt eval time =    2331.60 ms /   687 tokens (    3.39 ms per token,   294.70 tokens per second)  [25856 cached]
274.54.571 I slot print_timing: id  0 | task 374 |        eval time =    2659.30 ms /   177 tokens (   15.02 ms per token,    66.60 tokens per second)
274.54.571 I slot print_timing: id  0 | task 374 | draft acceptance = 0.97778 (  132 accepted /   135 generated)
274.54.571 I slot print_timing: id  0 | task 374 | reasoning effort = medium
275.02.417 I slot print_timing: id  0 | task 375 | prompt eval time =    1993.70 ms /   436 tokens (    4.57 ms per token,   218.70 tokens per second)  [26368 cached]
275.02.417 I slot print_timing: id  0 | task 375 |        eval time =    5701.10 ms /   368 tokens (   15.49 ms per token,    64.50 tokens per second)
275.02.417 I slot print_timing: id  0 | task 375 | draft acceptance = 0.94774 (  272 accepted /   287 generated)
275.02.417 I slot print_timing: id  0 | task 375 | reasoning effort = medium
275.07.887 I slot print_timing: id  0 | task 376 | prompt eval time =    1859.50 ms /   628 tokens (    2.96 ms per token,   337.70 tokens per second)  [26624 cached]
275.07.887 I slot print_timing: id  0 | task 376 |        eval time =    3450.90 ms /   209 tokens (   16.51 ms per token,    60.60 tokens per second)
275.07.887 I slot print_timing: id  0 | task 376 | draft acceptance = 0.88304 (  151 accepted /   171 generated)
275.07.887 I slot print_timing: id  0 | task 376 | reasoning effort = medium
275.23.714 I slot print_timing: id  0 | task 377 | prompt eval time =    1993.80 ms /   406 tokens (    4.91 ms per token,   203.60 tokens per second)  [27136 cached]
275.23.714 I slot print_timing: id  0 | task 377 |        eval time =   13686.50 ms /   870 tokens (   15.73 ms per token,    63.60 tokens per second)
275.23.714 I slot print_timing: id  0 | task 377 | draft acceptance = 0.92475 (  639 accepted /   691 generated)
275.23.714 I slot print_timing: id  0 | task 377 | reasoning effort = medium
275.27.362 I slot print_timing: id  0 | task 378 | prompt eval time =    2491.50 ms /  1104 tokens (    2.26 ms per token,   443.10 tokens per second)  [27392 cached]
275.27.362 I slot print_timing: id  0 | task 378 |        eval time =    1000.00 ms /    64 tokens (   15.62 ms per token,    64.00 tokens per second)
275.27.362 I slot print_timing: id  0 | task 378 | draft acceptance = 0.95918 (   47 accepted /    49 generated)
275.27.362 I slot print_timing: id  0 | task 378 | reasoning effort = medium
275.30.976 I slot print_timing: id  0 | task 379 | prompt eval time =     972.20 ms /   289 tokens (    3.36 ms per token,   297.30 tokens per second)  [28416 cached]
275.30.976 I slot print_timing: id  0 | task 379 |        eval time =    2000.90 ms /   122 tokens (   16.40 ms per token,    61.00 tokens per second)
275.30.976 I slot print_timing: id  0 | task 379 | draft acceptance = 0.89899 (   89 accepted /    99 generated)
275.30.976 I slot print_timing: id  0 | task 379 | reasoning effort = medium
275.35.376 I slot print_timing: id  0 | task 380 | prompt eval time =    1566.50 ms /   382 tokens (    4.10 ms per token,   243.90 tokens per second)  [28672 cached]
275.35.376 I slot print_timing: id  0 | task 380 |        eval time =    2550.20 ms /   124 tokens (   20.57 ms per token,    48.60 tokens per second)
275.35.376 I slot print_timing: id  0 | task 380 | draft acceptance = 0.66667 (   82 accepted /   123 generated)
275.35.376 I slot print_timing: id  0 | task 380 | reasoning effort = medium
275.42.360 I slot print_timing: id  0 | task 381 | prompt eval time =    3945.90 ms /  1477 tokens (    2.67 ms per token,   374.30 tokens per second)  [28928 cached]
275.42.360 I slot print_timing: id  0 | task 381 |        eval time =    2873.90 ms /   151 tokens (   19.03 ms per token,    52.50 tokens per second)
275.42.360 I slot print_timing: id  0 | task 381 | draft acceptance = 0.72028 (  103 accepted /   143 generated)
275.42.360 I slot print_timing: id  0 | task 381 | reasoning effort = medium
275.48.926 I slot print_timing: id  0 | task 382 | prompt eval time =    1397.60 ms /   554 tokens (    2.52 ms per token,   396.40 tokens per second)  [30208 cached]
275.48.926 I slot print_timing: id  0 | task 382 |        eval time =    4864.80 ms /   303 tokens (   16.06 ms per token,    62.30 tokens per second)
275.48.926 I slot print_timing: id  0 | task 382 | draft acceptance = 0.91736 (  222 accepted /   242 generated)
275.48.926 I slot print_timing: id  0 | task 382 | reasoning effort = medium
276.03.252 I slot print_timing: id  0 | task 383 | prompt eval time =    2938.90 ms /   726 tokens (    4.05 ms per token,   247.00 tokens per second)  [30720 cached]
276.03.252 I slot print_timing: id  0 | task 383 |        eval time =   10507.20 ms /   519 tokens (   20.25 ms per token,    49.40 tokens per second)
276.03.252 I slot print_timing: id  0 | task 383 | draft acceptance = 0.66795 (  346 accepted /   518 generated)
276.03.252 I slot print_timing: id  0 | task 383 | reasoning effort = medium
276.37.098 I slot print_timing: id  0 | task 384 | prompt eval time =    2382.00 ms /   889 tokens (    2.68 ms per token,   373.20 tokens per second)  [31232 cached]
276.37.098 I slot print_timing: id  0 | task 384 |        eval time =   30179.10 ms /  1482 tokens (   20.36 ms per token,    49.10 tokens per second)
276.37.098 I slot print_timing: id  0 | task 384 | draft acceptance = 0.66712 (  988 accepted /  1481 generated)
276.37.098 I slot print_timing: id  0 | task 384 | reasoning effort = medium
