50.14.393 I slot print_timing: id  0 | task 195 | prompt eval time =    1660.00 ms /   965 tokens (    1.72 ms per token,   581.30 tokens per second)  [21248 cached]
65.19.545 I slot print_timing: id  0 | task 255 |        eval time =    5981.20 ms /   382 tokens (   15.66 ms per token,    63.90 tokens per second)
65.19.545 I slot print_timing: id  0 | task 255 | draft acceptance = 0.87937 (  277 accepted /   315 generated)
65.19.545 I slot print_timing: id  0 | task 255 | reasoning effort = medium
65.22.381 I slot print_timing: id  0 | task 256 | prompt eval time =    1350.10 ms /   702 tokens (    1.92 ms per token,   520.00 tokens per second)  [32256 cached]
65.22.381 I slot print_timing: id  0 | task 256 |        eval time =    1331.70 ms /    73 tokens (   18.24 ms per token,    54.80 tokens per second)
65.22.381 I slot print_timing: id  0 | task 256 | draft acceptance = 0.75758 (   50 accepted /    66 generated)
65.22.381 I slot print_timing: id  0 | task 256 | reasoning effort = medium
65.26.934 I slot print_timing: id  0 | task 257 | prompt eval time =    1086.20 ms /   503 tokens (    2.16 ms per token,   463.10 tokens per second)  [32768 cached]
65.26.934 I slot print_timing: id  0 | task 257 |        eval time =    2775.40 ms /   158 tokens (   17.57 ms per token,    56.90 tokens per second)
65.26.934 I slot print_timing: id  0 | task 257 | draft acceptance = 0.76389 (  110 accepted /   144 generated)
65.26.934 I slot print_timing: id  0 | task 257 | reasoning effort = medium
65.33.337 I slot print_timing: id  0 | task 258 | prompt eval time =    1054.40 ms /   461 tokens (    2.29 ms per token,   437.20 tokens per second)  [33024 cached]
65.33.337 I slot print_timing: id  0 | task 258 |        eval time =    5195.50 ms /   343 tokens (   15.15 ms per token,    66.00 tokens per second)
65.33.337 I slot print_timing: id  0 | task 258 | draft acceptance = 0.93704 (  253 accepted /   270 generated)
65.33.337 I slot print_timing: id  0 | task 258 | reasoning effort = medium
65.37.265 I slot print_timing: id  0 | task 259 | prompt eval time =    1272.80 ms /   631 tokens (    2.02 ms per token,   495.70 tokens per second)  [33280 cached]
65.37.265 I slot print_timing: id  0 | task 259 |        eval time =    2494.80 ms /   166 tokens (   15.03 ms per token,    66.50 tokens per second)
65.37.265 I slot print_timing: id  0 | task 259 | draft acceptance = 0.95349 (  123 accepted /   129 generated)
65.37.265 I slot print_timing: id  0 | task 259 | reasoning effort = medium
65.40.353 I slot print_timing: id  0 | task 260 | prompt eval time =     909.30 ms /   370 tokens (    2.46 ms per token,   406.90 tokens per second)  [33792 cached]
65.40.353 I slot print_timing: id  0 | task 260 |        eval time =    2013.30 ms /   131 tokens (   15.37 ms per token,    65.10 tokens per second)
65.40.353 I slot print_timing: id  0 | task 260 | draft acceptance = 0.92308 (   96 accepted /   104 generated)
65.40.353 I slot print_timing: id  0 | task 260 | reasoning effort = medium
65.54.827 I slot print_timing: id  0 | task 261 | prompt eval time =     812.30 ms /   330 tokens (    2.46 ms per token,   406.30 tokens per second)  [34048 cached]
65.54.827 I slot print_timing: id  0 | task 261 |        eval time =   13494.60 ms /   927 tokens (   14.56 ms per token,    68.70 tokens per second)
65.54.827 I slot print_timing: id  0 | task 261 | draft acceptance = 0.98718 (  693 accepted /   702 generated)
65.54.827 I slot print_timing: id  0 | task 261 | reasoning effort = medium
66.03.417 I slot print_timing: id  0 | task 262 | prompt eval time =    1858.10 ms /  1086 tokens (    1.71 ms per token,   584.50 tokens per second)  [34304 cached]
66.03.417 I slot print_timing: id  0 | task 262 |        eval time =    6568.40 ms /   428 tokens (   15.35 ms per token,    65.20 tokens per second)
66.03.417 I slot print_timing: id  0 | task 262 | draft acceptance = 0.92082 (  314 accepted /   341 generated)
66.03.417 I slot print_timing: id  0 | task 262 | reasoning effort = medium
66.05.995 I slot print_timing: id  0 | task 263 | prompt eval time =    1127.50 ms /   563 tokens (    2.00 ms per token,   499.40 tokens per second)  [35328 cached]
66.05.995 I slot print_timing: id  0 | task 263 |        eval time =    1282.80 ms /    82 tokens (   15.64 ms per token,    63.90 tokens per second)
66.05.995 I slot print_timing: id  0 | task 263 | draft acceptance = 0.90909 (   60 accepted /    66 generated)
66.05.995 I slot print_timing: id  0 | task 263 | reasoning effort = medium
66.10.362 I slot print_timing: id  0 | task 264 | prompt eval time =     449.60 ms /   193 tokens (    2.33 ms per token,   429.30 tokens per second)  [35840 cached]
66.10.362 I slot print_timing: id  0 | task 264 |        eval time =    3276.20 ms /   185 tokens (   17.71 ms per token,    56.50 tokens per second)
66.10.362 I slot print_timing: id  0 | task 264 | draft acceptance = 0.76786 (  129 accepted /   168 generated)
66.10.362 I slot print_timing: id  0 | task 264 | reasoning effort = medium
66.16.040 I slot print_timing: id  0 | task 265 | prompt eval time =    1455.70 ms /   708 tokens (    2.06 ms per token,   486.40 tokens per second)  [35840 cached]
66.16.040 I slot print_timing: id  0 | task 265 |        eval time =    3929.20 ms /   257 tokens (   15.29 ms per token,    65.40 tokens per second)
66.16.040 I slot print_timing: id  0 | task 265 | draft acceptance = 0.92647 (  189 accepted /   204 generated)
66.16.040 I slot print_timing: id  0 | task 265 | reasoning effort = medium
66.18.391 I slot print_timing: id  0 | task 266 | prompt eval time =    1063.80 ms /   538 tokens (    1.98 ms per token,   505.80 tokens per second)  [36352 cached]
66.18.391 I slot print_timing: id  0 | task 266 |        eval time =    1127.20 ms /    61 tokens (   18.48 ms per token,    54.10 tokens per second)
66.18.391 I slot print_timing: id  0 | task 266 | draft acceptance = 0.76364 (   42 accepted /    55 generated)
66.18.391 I slot print_timing: id  0 | task 266 | reasoning effort = medium
66.44.512 I slot print_timing: id  0 | task 267 | prompt eval time =    2794.60 ms /  1647 tokens (    1.70 ms per token,   589.40 tokens per second)  [36864 cached]
66.44.512 I slot print_timing: id  0 | task 267 |        eval time =   23156.60 ms /  1321 tokens (   17.53 ms per token,    57.00 tokens per second)
66.44.512 I slot print_timing: id  0 | task 267 | draft acceptance = 0.78059 (  925 accepted /  1185 generated)
66.44.512 I slot print_timing: id  0 | task 267 | reasoning effort = medium
67.35.078 I slot print_timing: id  0 | task 268 | prompt eval time =    3276.70 ms /  1913 tokens (    1.71 ms per token,   583.80 tokens per second)  [38400 cached]
67.35.078 I slot print_timing: id  0 | task 268 |        eval time =   46559.90 ms /  2548 tokens (   18.27 ms per token,    54.70 tokens per second)
67.35.078 I slot print_timing: id  0 | task 268 | draft acceptance = 0.74894 ( 1763 accepted /  2354 generated)
67.35.078 I slot print_timing: id  0 | task 268 | reasoning effort = medium
67.48.920 I slot print_timing: id  0 | task 270 | prompt eval time =    1444.30 ms /  1004 tokens (    1.44 ms per token,   695.20 tokens per second)
67.48.920 I slot print_timing: id  0 | task 270 |        eval time =   10122.30 ms /   541 tokens (   18.71 ms per token,    53.40 tokens per second)
67.48.920 I slot print_timing: id  0 | task 270 | draft acceptance = 0.59622 (  347 accepted /   582 generated)
67.48.920 I slot print_timing: id  0 | task 270 | reasoning effort = xhigh
68.22.911 I slot print_timing: id  0 | task 270 | prompt eval time =   27173.00 ms / 21301 tokens (    1.28 ms per token,   783.90 tokens per second)
68.22.911 I slot print_timing: id  0 | task 270 |        eval time =    6807.70 ms /   425 tokens (   16.02 ms per token,    62.40 tokens per second)
68.22.911 I slot print_timing: id  0 | task 270 | draft acceptance = 0.83014 (  303 accepted /   365 generated)
68.22.911 I slot print_timing: id  0 | task 270 | reasoning effort = medium
68.29.121 I slot print_timing: id  0 | task 271 | prompt eval time =    1660.00 ms /   965 tokens (    1.72 ms per token,   581.30 tokens per second)  [21248 cached]
68.29.121 I slot print_timing: id  0 | task 271 |        eval time =    3783.00 ms /   270 tokens (   14.01 ms per token,    71.40 tokens per second)
68.29.121 I slot print_timing: id  0 | task 271 | draft acceptance = 1.00000 (  202 accepted /   202 generated)
68.29.121 I slot print_timing: id  0 | task 271 | reasoning effort = medium
69.13.774 I slot print_timing: id  0 | task 272 | prompt eval time =    2467.80 ms /  1621 tokens (    1.52 ms per token,   656.90 tokens per second)  [22016 cached]
69.13.774 I slot print_timing: id  0 | task 272 |        eval time =   42034.20 ms /  2434 tokens (   17.27 ms per token,    57.90 tokens per second)
69.13.774 I slot print_timing: id  0 | task 272 | draft acceptance = 0.75089 ( 1685 accepted /  2244 generated)
69.13.774 I slot print_timing: id  0 | task 272 | reasoning effort = medium
69.31.913 I slot print_timing: id  0 | task 273 | prompt eval time =    4078.50 ms /  2646 tokens (    1.54 ms per token,   648.80 tokens per second)  [23552 cached]
69.31.913 I slot print_timing: id  0 | task 273 |        eval time =   13805.70 ms /   870 tokens (   15.87 ms per token,    63.00 tokens per second)
69.31.913 I slot print_timing: id  0 | task 273 | draft acceptance = 0.84553 (  624 accepted /   738 generated)
69.31.913 I slot print_timing: id  0 | task 273 | reasoning effort = medium
69.35.409 I slot print_timing: id  0 | task 274 | prompt eval time =    1788.20 ms /  1095 tokens (    1.63 ms per token,   612.30 tokens per second)  [26112 cached]
69.35.409 I slot print_timing: id  0 | task 274 |        eval time =    1584.60 ms /   103 tokens (   15.38 ms per token,    65.00 tokens per second)
69.35.409 I slot print_timing: id  0 | task 274 | draft acceptance = 0.89286 (   75 accepted /    84 generated)
69.35.409 I slot print_timing: id  0 | task 274 | reasoning effort = medium
69.44.430 I slot print_timing: id  0 | task 275 | prompt eval time =     504.50 ms /   220 tokens (    2.29 ms per token,   436.00 tokens per second)  [27136 cached]
69.44.430 I slot print_timing: id  0 | task 275 |        eval time =    8391.20 ms /   580 tokens (   14.47 ms per token,    69.10 tokens per second)
69.44.430 I slot print_timing: id  0 | task 275 | draft acceptance = 0.95556 (  430 accepted /   450 generated)
69.44.430 I slot print_timing: id  0 | task 275 | reasoning effort = medium
69.48.610 I slot print_timing: id  0 | task 276 | prompt eval time =    1593.10 ms /   884 tokens (    1.80 ms per token,   554.90 tokens per second)  [27136 cached]
69.48.610 I slot print_timing: id  0 | task 276 |        eval time =    2447.30 ms /   151 tokens (   16.21 ms per token,    61.70 tokens per second)
69.48.610 I slot print_timing: id  0 | task 276 | draft acceptance = 0.85039 (  108 accepted /   127 generated)
69.48.610 I slot print_timing: id  0 | task 276 | reasoning effort = medium
69.53.029 I slot print_timing: id  0 | task 277 | prompt eval time =    1370.70 ms /   721 tokens (    1.90 ms per token,   526.00 tokens per second)  [27904 cached]
69.53.029 I slot print_timing: id  0 | task 277 |        eval time =    2330.00 ms /   145 tokens (   16.07 ms per token,    62.20 tokens per second)
69.53.029 I slot print_timing: id  0 | task 277 | draft acceptance = 0.84553 (  104 accepted /   123 generated)
69.53.029 I slot print_timing: id  0 | task 277 | reasoning effort = medium
70.07.474 I slot print_timing: id  0 | task 278 | prompt eval time =     931.00 ms /   410 tokens (    2.27 ms per token,   440.40 tokens per second)  [28416 cached]
70.07.474 I slot print_timing: id  0 | task 278 |        eval time =   13387.50 ms /   792 tokens (   16.90 ms per token,    59.20 tokens per second)
70.07.474 I slot print_timing: id  0 | task 278 | draft acceptance = 0.79232 (  557 accepted /   703 generated)
70.07.474 I slot print_timing: id  0 | task 278 | reasoning effort = medium
70.10.839 I slot print_timing: id  0 | task 279 | prompt eval time =    2027.80 ms /  1039 tokens (    1.95 ms per token,   512.40 tokens per second)  [28672 cached]
70.10.839 I slot print_timing: id  0 | task 279 |        eval time =    1197.50 ms /    75 tokens (   15.97 ms per token,    62.60 tokens per second)
70.10.839 I slot print_timing: id  0 | task 279 | draft acceptance = 0.88525 (   54 accepted /    61 generated)
70.10.839 I slot print_timing: id  0 | task 279 | reasoning effort = medium
70.13.713 I slot print_timing: id  0 | task 280 | prompt eval time =     403.60 ms /   149 tokens (    2.71 ms per token,   369.10 tokens per second)  [29696 cached]
70.13.713 I slot print_timing: id  0 | task 280 |        eval time =    1825.90 ms /   108 tokens (   16.91 ms per token,    59.10 tokens per second)
70.13.713 I slot print_timing: id  0 | task 280 | draft acceptance = 0.79167 (   76 accepted /    96 generated)
70.13.713 I slot print_timing: id  0 | task 280 | reasoning effort = medium
70.17.092 I slot print_timing: id  0 | task 281 | prompt eval time =     788.70 ms /   334 tokens (    2.36 ms per token,   423.50 tokens per second)  [29696 cached]
70.17.092 I slot print_timing: id  0 | task 281 |        eval time =    2329.50 ms /   150 tokens (   15.53 ms per token,    64.40 tokens per second)
70.17.092 I slot print_timing: id  0 | task 281 | draft acceptance = 0.88618 (  109 accepted /   123 generated)
70.17.092 I slot print_timing: id  0 | task 281 | reasoning effort = medium
70.23.483 I slot print_timing: id  0 | task 282 | prompt eval time =     690.90 ms /   284 tokens (    2.43 ms per token,   411.10 tokens per second)  [29952 cached]
70.23.483 I slot print_timing: id  0 | task 282 |        eval time =    5562.70 ms /   367 tokens (   15.16 ms per token,    66.00 tokens per second)
70.23.483 I slot print_timing: id  0 | task 282 | draft acceptance = 0.91809 (  269 accepted /   293 generated)
70.23.483 I slot print_timing: id  0 | task 282 | reasoning effort = medium
70.27.070 I slot print_timing: id  0 | task 283 | prompt eval time =    1052.90 ms /   477 tokens (    2.21 ms per token,   453.00 tokens per second)  [30208 cached]
70.27.070 I slot print_timing: id  0 | task 283 |        eval time =    2387.30 ms /   164 tokens (   14.56 ms per token,    68.70 tokens per second)
70.27.070 I slot print_timing: id  0 | task 283 | draft acceptance = 0.96825 (  122 accepted /   126 generated)
70.27.070 I slot print_timing: id  0 | task 283 | reasoning effort = medium
70.29.938 I slot print_timing: id  0 | task 284 | prompt eval time =    1041.90 ms /   469 tokens (    2.22 ms per token,   450.10 tokens per second)  [30464 cached]
70.29.938 I slot print_timing: id  0 | task 284 |        eval time =    1668.30 ms /   107 tokens (   15.59 ms per token,    64.10 tokens per second)
70.29.938 I slot print_timing: id  0 | task 284 | draft acceptance = 0.89655 (   78 accepted /    87 generated)
70.29.938 I slot print_timing: id  0 | task 284 | reasoning effort = medium
70.38.331 I slot print_timing: id  0 | task 285 | prompt eval time =     888.90 ms /   375 tokens (    2.37 ms per token,   421.90 tokens per second)  [30720 cached]
70.38.331 I slot print_timing: id  0 | task 285 |        eval time =    7366.30 ms /   448 tokens (   16.44 ms per token,    60.80 tokens per second)
70.38.331 I slot print_timing: id  0 | task 285 | draft acceptance = 0.82429 (  319 accepted /   387 generated)
70.38.331 I slot print_timing: id  0 | task 285 | reasoning effort = medium
70.48.864 I slot print_timing: id  0 | task 286 | prompt eval time =    1411.30 ms /   792 tokens (    1.78 ms per token,   561.20 tokens per second)  [30976 cached]
70.48.864 I slot print_timing: id  0 | task 286 |        eval time =    8848.40 ms /   560 tokens (   15.80 ms per token,    63.30 tokens per second)
70.48.864 I slot print_timing: id  0 | task 286 | draft acceptance = 0.88261 (  406 accepted /   460 generated)
70.48.864 I slot print_timing: id  0 | task 286 | reasoning effort = medium
70.53.551 I slot print_timing: id  0 | task 287 | prompt eval time =    1325.40 ms /   665 tokens (    1.99 ms per token,   501.70 tokens per second)  [31744 cached]
70.53.551 I slot print_timing: id  0 | task 287 |        eval time =    3189.00 ms /   179 tokens (   17.82 ms per token,    56.10 tokens per second)
70.53.551 I slot print_timing: id  0 | task 287 | draft acceptance = 0.73214 (  123 accepted /   168 generated)
70.53.551 I slot print_timing: id  0 | task 287 | reasoning effort = medium
70.56.997 I slot print_timing: id  0 | task 288 | prompt eval time =     947.30 ms /   386 tokens (    2.45 ms per token,   407.50 tokens per second)  [32256 cached]
70.56.997 I slot print_timing: id  0 | task 288 |        eval time =    2356.60 ms /   156 tokens (   15.11 ms per token,    66.20 tokens per second)
70.56.997 I slot print_timing: id  0 | task 288 | draft acceptance = 0.95041 (  115 accepted /   121 generated)
70.56.997 I slot print_timing: id  0 | task 288 | reasoning effort = medium
71.08.491 I slot print_timing: id  0 | task 289 | prompt eval time =     898.20 ms /   370 tokens (    2.43 ms per token,   411.90 tokens per second)  [32512 cached]
71.08.491 I slot print_timing: id  0 | task 289 |        eval time =   10438.60 ms /   691 tokens (   15.11 ms per token,    66.20 tokens per second)
71.08.491 I slot print_timing: id  0 | task 289 | draft acceptance = 0.94096 (  510 accepted /   542 generated)
71.08.491 I slot print_timing: id  0 | task 289 | reasoning effort = medium
71.11.337 I slot print_timing: id  0 | task 290 | prompt eval time =    1643.70 ms /   889 tokens (    1.85 ms per token,   540.90 tokens per second)  [32768 cached]
71.11.337 I slot print_timing: id  0 | task 290 |        eval time =    1040.10 ms /    66 tokens (   15.76 ms per token,    63.50 tokens per second)
71.11.337 I slot print_timing: id  0 | task 290 | draft acceptance = 0.88889 (   48 accepted /    54 generated)
71.11.337 I slot print_timing: id  0 | task 290 | reasoning effort = medium
71.15.496 I slot print_timing: id  0 | task 291 | prompt eval time =     535.80 ms /   247 tokens (    2.17 ms per token,   461.00 tokens per second)  [33536 cached]
71.15.496 I slot print_timing: id  0 | task 291 |        eval time =    2961.90 ms /   174 tokens (   17.02 ms per token,    58.70 tokens per second)
71.15.496 I slot print_timing: id  0 | task 291 | draft acceptance = 0.80392 (  123 accepted /   153 generated)
71.15.496 I slot print_timing: id  0 | task 291 | reasoning effort = medium
71.17.895 I slot print_timing: id  0 | task 292 | prompt eval time =    1072.80 ms /   477 tokens (    2.25 ms per token,   444.60 tokens per second)  [33536 cached]
71.17.895 I slot print_timing: id  0 | task 292 |        eval time =    1174.00 ms /    65 tokens (   18.06 ms per token,    55.40 tokens per second)
71.17.895 I slot print_timing: id  0 | task 292 | draft acceptance = 0.77586 (   45 accepted /    58 generated)
71.17.895 I slot print_timing: id  0 | task 292 | reasoning effort = medium
71.39.367 I slot print_timing: id  0 | task 293 | prompt eval time =    2594.60 ms /  1578 tokens (    1.64 ms per token,   608.20 tokens per second)  [33792 cached]
71.39.367 I slot print_timing: id  0 | task 293 |        eval time =   18717.00 ms /  1082 tokens (   17.30 ms per token,    57.80 tokens per second)
71.39.367 I slot print_timing: id  0 | task 293 | draft acceptance = 0.78328 (  759 accepted /   969 generated)
71.39.367 I slot print_timing: id  0 | task 293 | reasoning effort = medium
72.06.432 I slot print_timing: id  0 | task 294 | prompt eval time =    2636.30 ms /  1590 tokens (    1.66 ms per token,   603.10 tokens per second)  [35328 cached]
72.06.432 I slot print_timing: id  0 | task 294 |        eval time =   23589.90 ms /  1310 tokens (   18.01 ms per token,    55.50 tokens per second)
72.06.432 I slot print_timing: id  0 | task 294 | draft acceptance = 0.75687 (  909 accepted /  1201 generated)
72.06.432 I slot print_timing: id  0 | task 294 | reasoning effort = medium
