184.32.046 I slot print_timing: id  0 | task 303 | prompt eval time =    2021.40 ms /   999 tokens (    2.02 ms per token,   494.20 tokens per second)
271.58.214 I slot print_timing: id  0 | task 362 |        eval time =    2775.40 ms /   178 tokens (   15.59 ms per token,    64.10 tokens per second)
271.58.214 I slot print_timing: id  0 | task 362 | draft acceptance = 0.97059 (  132 accepted /   136 generated)
271.58.214 I slot print_timing: id  0 | task 362 | reasoning effort = medium
272.06.754 I slot print_timing: id  0 | task 363 | prompt eval time =    2272.00 ms /   482 tokens (    4.71 ms per token,   212.10 tokens per second)  [25856 cached]
272.06.754 I slot print_timing: id  0 | task 363 |        eval time =    6103.50 ms /   368 tokens (   16.59 ms per token,    60.30 tokens per second)
272.06.754 I slot print_timing: id  0 | task 363 | draft acceptance = 0.85161 (  264 accepted /   310 generated)
272.06.754 I slot print_timing: id  0 | task 363 | reasoning effort = medium
272.12.860 I slot print_timing: id  0 | task 364 | prompt eval time =    2319.90 ms /   675 tokens (    3.44 ms per token,   291.00 tokens per second)  [26112 cached]
272.12.860 I slot print_timing: id  0 | task 364 |        eval time =    3649.30 ms /   195 tokens (   18.71 ms per token,    53.40 tokens per second)
272.12.860 I slot print_timing: id  0 | task 364 | draft acceptance = 0.74033 (  134 accepted /   181 generated)
272.12.860 I slot print_timing: id  0 | task 364 | reasoning effort = medium
272.30.627 I slot print_timing: id  0 | task 365 | prompt eval time =    1971.10 ms /   442 tokens (    4.46 ms per token,   224.20 tokens per second)  [26624 cached]
272.30.627 I slot print_timing: id  0 | task 365 |        eval time =   15650.60 ms /   950 tokens (   16.47 ms per token,    60.70 tokens per second)
272.30.627 I slot print_timing: id  0 | task 365 | draft acceptance = 0.86490 (  685 accepted /   792 generated)
272.30.627 I slot print_timing: id  0 | task 365 | reasoning effort = medium
272.36.767 I slot print_timing: id  0 | task 366 | prompt eval time =    3384.70 ms /  1221 tokens (    2.77 ms per token,   360.70 tokens per second)  [26880 cached]
272.36.767 I slot print_timing: id  0 | task 366 |        eval time =    2612.10 ms /   158 tokens (   16.53 ms per token,    60.50 tokens per second)
272.36.767 I slot print_timing: id  0 | task 366 | draft acceptance = 0.87692 (  114 accepted /   130 generated)
272.36.767 I slot print_timing: id  0 | task 366 | reasoning effort = medium
272.42.052 I slot print_timing: id  0 | task 367 | prompt eval time =    2388.10 ms /   494 tokens (    4.83 ms per token,   206.90 tokens per second)  [27904 cached]
272.42.052 I slot print_timing: id  0 | task 367 |        eval time =    2284.50 ms /   132 tokens (   17.31 ms per token,    57.80 tokens per second)
272.42.052 I slot print_timing: id  0 | task 367 | draft acceptance = 0.79487 (   93 accepted /   117 generated)
272.42.052 I slot print_timing: id  0 | task 367 | reasoning effort = medium
272.53.322 I slot print_timing: id  0 | task 368 | prompt eval time =    1833.10 ms /   603 tokens (    3.04 ms per token,   328.90 tokens per second)  [28160 cached]
272.53.322 I slot print_timing: id  0 | task 368 |        eval time =    9163.10 ms /   430 tokens (   21.31 ms per token,    46.90 tokens per second)
272.53.322 I slot print_timing: id  0 | task 368 | draft acceptance = 0.61863 (  279 accepted /   451 generated)
272.53.322 I slot print_timing: id  0 | task 368 | reasoning effort = medium
273.10.284 I slot print_timing: id  0 | task 370 | prompt eval time =    1478.40 ms /  1004 tokens (    1.47 ms per token,   679.10 tokens per second)
273.10.284 I slot print_timing: id  0 | task 370 |        eval time =   13323.30 ms /   608 tokens (   21.91 ms per token,    45.60 tokens per second)
273.10.284 I slot print_timing: id  0 | task 370 | draft acceptance = 0.50069 (  365 accepted /   729 generated)
273.10.284 I slot print_timing: id  0 | task 370 | reasoning effort = xhigh
273.46.680 I slot print_timing: id  0 | task 370 | prompt eval time =   27428.80 ms / 21300 tokens (    1.29 ms per token,   776.60 tokens per second)
273.46.680 I slot print_timing: id  0 | task 370 |        eval time =    8955.00 ms /   539 tokens (   16.61 ms per token,    60.20 tokens per second)
273.46.680 I slot print_timing: id  0 | task 370 | draft acceptance = 0.84868 (  387 accepted /   456 generated)
273.46.680 I slot print_timing: id  0 | task 370 | reasoning effort = medium
273.53.460 I slot print_timing: id  0 | task 371 | prompt eval time =    1938.50 ms /  1077 tokens (    1.80 ms per token,   555.60 tokens per second)  [21248 cached]
273.53.460 I slot print_timing: id  0 | task 371 |        eval time =    4019.90 ms /   270 tokens (   14.89 ms per token,    67.20 tokens per second)
273.53.460 I slot print_timing: id  0 | task 371 | draft acceptance = 1.00000 (  202 accepted /   202 generated)
273.53.460 I slot print_timing: id  0 | task 371 | reasoning effort = medium
274.38.532 I slot print_timing: id  0 | task 372 | prompt eval time =    3503.40 ms /  1477 tokens (    2.37 ms per token,   421.60 tokens per second)  [22272 cached]
274.38.532 I slot print_timing: id  0 | task 372 |        eval time =   41369.90 ms /  2214 tokens (   18.69 ms per token,    53.50 tokens per second)
274.38.532 I slot print_timing: id  0 | task 372 | draft acceptance = 0.74513 ( 1529 accepted /  2052 generated)
274.38.532 I slot print_timing: id  0 | task 372 | reasoning effort = medium
274.49.417 I slot print_timing: id  0 | task 373 | prompt eval time =    5232.60 ms /  2550 tokens (    2.05 ms per token,   487.30 tokens per second)  [23552 cached]
274.49.417 I slot print_timing: id  0 | task 373 |        eval time =    5495.30 ms /   359 tokens (   15.31 ms per token,    65.30 tokens per second)
274.49.417 I slot print_timing: id  0 | task 373 | draft acceptance = 0.95341 (  266 accepted /   279 generated)
274.49.417 I slot print_timing: id  0 | task 373 | reasoning effort = medium
274.54.571 I slot print_timing: id  0 | task 374 | prompt eval time =    2331.60 ms /   687 tokens (    3.39 ms per token,   294.70 tokens per second)  [25856 cached]
274.54.571 I slot print_timing: id  0 | task 374 |        eval time =    2659.30 ms /   177 tokens (   15.02 ms per token,    66.60 tokens per second)
274.54.571 I slot print_timing: id  0 | task 374 | draft acceptance = 0.97778 (  132 accepted /   135 generated)
274.54.571 I slot print_timing: id  0 | task 374 | reasoning effort = medium
275.02.417 I slot print_timing: id  0 | task 375 | prompt eval time =    1993.70 ms /   436 tokens (    4.57 ms per token,   218.70 tokens per second)  [26368 cached]
275.02.417 I slot print_timing: id  0 | task 375 |        eval time =    5701.10 ms /   368 tokens (   15.49 ms per token,    64.50 tokens per second)
275.02.417 I slot print_timing: id  0 | task 375 | draft acceptance = 0.94774 (  272 accepted /   287 generated)
275.02.417 I slot print_timing: id  0 | task 375 | reasoning effort = medium
275.07.887 I slot print_timing: id  0 | task 376 | prompt eval time =    1859.50 ms /   628 tokens (    2.96 ms per token,   337.70 tokens per second)  [26624 cached]
275.07.887 I slot print_timing: id  0 | task 376 |        eval time =    3450.90 ms /   209 tokens (   16.51 ms per token,    60.60 tokens per second)
275.07.887 I slot print_timing: id  0 | task 376 | draft acceptance = 0.88304 (  151 accepted /   171 generated)
275.07.887 I slot print_timing: id  0 | task 376 | reasoning effort = medium
275.23.714 I slot print_timing: id  0 | task 377 | prompt eval time =    1993.80 ms /   406 tokens (    4.91 ms per token,   203.60 tokens per second)  [27136 cached]
275.23.714 I slot print_timing: id  0 | task 377 |        eval time =   13686.50 ms /   870 tokens (   15.73 ms per token,    63.60 tokens per second)
275.23.714 I slot print_timing: id  0 | task 377 | draft acceptance = 0.92475 (  639 accepted /   691 generated)
275.23.714 I slot print_timing: id  0 | task 377 | reasoning effort = medium
275.27.362 I slot print_timing: id  0 | task 378 | prompt eval time =    2491.50 ms /  1104 tokens (    2.26 ms per token,   443.10 tokens per second)  [27392 cached]
275.27.362 I slot print_timing: id  0 | task 378 |        eval time =    1000.00 ms /    64 tokens (   15.62 ms per token,    64.00 tokens per second)
275.27.362 I slot print_timing: id  0 | task 378 | draft acceptance = 0.95918 (   47 accepted /    49 generated)
275.27.362 I slot print_timing: id  0 | task 378 | reasoning effort = medium
275.30.976 I slot print_timing: id  0 | task 379 | prompt eval time =     972.20 ms /   289 tokens (    3.36 ms per token,   297.30 tokens per second)  [28416 cached]
275.30.976 I slot print_timing: id  0 | task 379 |        eval time =    2000.90 ms /   122 tokens (   16.40 ms per token,    61.00 tokens per second)
275.30.976 I slot print_timing: id  0 | task 379 | draft acceptance = 0.89899 (   89 accepted /    99 generated)
275.30.976 I slot print_timing: id  0 | task 379 | reasoning effort = medium
275.35.376 I slot print_timing: id  0 | task 380 | prompt eval time =    1566.50 ms /   382 tokens (    4.10 ms per token,   243.90 tokens per second)  [28672 cached]
275.35.376 I slot print_timing: id  0 | task 380 |        eval time =    2550.20 ms /   124 tokens (   20.57 ms per token,    48.60 tokens per second)
275.35.376 I slot print_timing: id  0 | task 380 | draft acceptance = 0.66667 (   82 accepted /   123 generated)
275.35.376 I slot print_timing: id  0 | task 380 | reasoning effort = medium
275.42.360 I slot print_timing: id  0 | task 381 | prompt eval time =    3945.90 ms /  1477 tokens (    2.67 ms per token,   374.30 tokens per second)  [28928 cached]
275.42.360 I slot print_timing: id  0 | task 381 |        eval time =    2873.90 ms /   151 tokens (   19.03 ms per token,    52.50 tokens per second)
275.42.360 I slot print_timing: id  0 | task 381 | draft acceptance = 0.72028 (  103 accepted /   143 generated)
275.42.360 I slot print_timing: id  0 | task 381 | reasoning effort = medium
275.48.926 I slot print_timing: id  0 | task 382 | prompt eval time =    1397.60 ms /   554 tokens (    2.52 ms per token,   396.40 tokens per second)  [30208 cached]
275.48.926 I slot print_timing: id  0 | task 382 |        eval time =    4864.80 ms /   303 tokens (   16.06 ms per token,    62.30 tokens per second)
275.48.926 I slot print_timing: id  0 | task 382 | draft acceptance = 0.91736 (  222 accepted /   242 generated)
275.48.926 I slot print_timing: id  0 | task 382 | reasoning effort = medium
276.03.252 I slot print_timing: id  0 | task 383 | prompt eval time =    2938.90 ms /   726 tokens (    4.05 ms per token,   247.00 tokens per second)  [30720 cached]
276.03.252 I slot print_timing: id  0 | task 383 |        eval time =   10507.20 ms /   519 tokens (   20.25 ms per token,    49.40 tokens per second)
276.03.252 I slot print_timing: id  0 | task 383 | draft acceptance = 0.66795 (  346 accepted /   518 generated)
276.03.252 I slot print_timing: id  0 | task 383 | reasoning effort = medium
276.37.098 I slot print_timing: id  0 | task 384 | prompt eval time =    2382.00 ms /   889 tokens (    2.68 ms per token,   373.20 tokens per second)  [31232 cached]
276.37.098 I slot print_timing: id  0 | task 384 |        eval time =   30179.10 ms /  1482 tokens (   20.36 ms per token,    49.10 tokens per second)
276.37.098 I slot print_timing: id  0 | task 384 | draft acceptance = 0.66712 (  988 accepted /  1481 generated)
276.37.098 I slot print_timing: id  0 | task 384 | reasoning effort = medium
277.07.978 I slot print_timing: id  0 | task 386 | prompt eval time =    1486.00 ms /   999 tokens (    1.49 ms per token,   672.30 tokens per second)
277.07.978 I slot print_timing: id  0 | task 386 |        eval time =   27250.90 ms /  1258 tokens (   21.66 ms per token,    46.20 tokens per second)
277.07.978 I slot print_timing: id  0 | task 386 | draft acceptance = 0.52141 (  767 accepted /  1471 generated)
277.07.978 I slot print_timing: id  0 | task 386 | reasoning effort = xhigh
277.42.573 I slot print_timing: id  0 | task 386 | prompt eval time =   27743.30 ms / 21540 tokens (    1.29 ms per token,   776.40 tokens per second)
277.42.573 I slot print_timing: id  0 | task 386 |        eval time =    6839.80 ms /   393 tokens (   17.40 ms per token,    57.50 tokens per second)
277.42.573 I slot print_timing: id  0 | task 386 | draft acceptance = 0.80814 (  278 accepted /   344 generated)
277.42.573 I slot print_timing: id  0 | task 386 | reasoning effort = medium
277.51.718 I slot print_timing: id  0 | task 387 | prompt eval time =    2700.30 ms /  1391 tokens (    1.94 ms per token,   515.10 tokens per second)  [21504 cached]
277.51.718 I slot print_timing: id  0 | task 387 |        eval time =    6288.30 ms /   369 tokens (   17.04 ms per token,    58.70 tokens per second)
277.51.718 I slot print_timing: id  0 | task 387 | draft acceptance = 0.84076 (  264 accepted /   314 generated)
277.51.718 I slot print_timing: id  0 | task 387 | reasoning effort = medium
277.59.571 I slot print_timing: id  0 | task 388 | prompt eval time =    4555.70 ms /  2844 tokens (    1.60 ms per token,   624.30 tokens per second)  [22784 cached]
277.59.571 I slot print_timing: id  0 | task 388 |        eval time =    2490.50 ms /   164 tokens (   15.19 ms per token,    65.80 tokens per second)
277.59.571 I slot print_timing: id  0 | task 388 | draft acceptance = 0.99187 (  122 accepted /   123 generated)
277.59.571 I slot print_timing: id  0 | task 388 | reasoning effort = medium
278.04.982 I slot print_timing: id  0 | task 389 | prompt eval time =    1630.20 ms /   789 tokens (    2.07 ms per token,   484.00 tokens per second)  [25600 cached]
278.04.982 I slot print_timing: id  0 | task 389 |        eval time =    3504.40 ms /   227 tokens (   15.44 ms per token,    64.80 tokens per second)
278.04.982 I slot print_timing: id  0 | task 389 | draft acceptance = 0.96000 (  168 accepted /   175 generated)
278.04.982 I slot print_timing: id  0 | task 389 | reasoning effort = medium
278.55.397 I slot print_timing: id  0 | task 390 | prompt eval time =    2911.70 ms /  1396 tokens (    2.09 ms per token,   479.40 tokens per second)  [26368 cached]
278.55.397 I slot print_timing: id  0 | task 390 |        eval time =   47305.50 ms /  2496 tokens (   18.95 ms per token,    52.80 tokens per second)
278.55.397 I slot print_timing: id  0 | task 390 | draft acceptance = 0.72250 ( 1708 accepted /  2364 generated)
278.55.397 I slot print_timing: id  0 | task 390 | reasoning effort = medium
280.45.784 I slot print_timing: id  0 | task 391 | prompt eval time =    5503.20 ms /  2702 tokens (    2.04 ms per token,   491.00 tokens per second)  [27648 cached]
280.45.784 I slot print_timing: id  0 | task 391 |        eval time =  104086.90 ms /  5765 tokens (   18.05 ms per token,    55.40 tokens per second)
280.45.784 I slot print_timing: id  0 | task 391 | draft acceptance = 0.78487 ( 4046 accepted /  5155 generated)
280.45.784 I slot print_timing: id  0 | task 391 | reasoning effort = medium
281.12.190 I slot print_timing: id  0 | task 392 | prompt eval time =   10177.70 ms /  5993 tokens (    1.70 ms per token,   588.80 tokens per second)  [30208 cached]
281.12.190 I slot print_timing: id  0 | task 392 |        eval time =   16030.70 ms /  1050 tokens (   15.27 ms per token,    65.50 tokens per second)
281.12.190 I slot print_timing: id  0 | task 392 | draft acceptance = 0.98616 (  784 accepted /   795 generated)
281.12.190 I slot print_timing: id  0 | task 392 | reasoning effort = medium
281.18.433 I slot print_timing: id  0 | task 393 | prompt eval time =    2842.70 ms /  1114 tokens (    2.55 ms per token,   391.90 tokens per second)  [36352 cached]
281.18.433 I slot print_timing: id  0 | task 393 |        eval time =    3223.80 ms /   186 tokens (   17.33 ms per token,    57.70 tokens per second)
281.18.433 I slot print_timing: id  0 | task 393 | draft acceptance = 0.84713 (  133 accepted /   157 generated)
281.18.433 I slot print_timing: id  0 | task 393 | reasoning effort = medium
281.31.420 I slot print_timing: id  0 | task 394 | prompt eval time =    1480.80 ms /   533 tokens (    2.78 ms per token,   359.90 tokens per second)  [37376 cached]
281.31.420 I slot print_timing: id  0 | task 394 |        eval time =   10658.70 ms /   672 tokens (   15.86 ms per token,    63.00 tokens per second)
281.31.420 I slot print_timing: id  0 | task 394 | draft acceptance = 0.94118 (  496 accepted /   527 generated)
281.31.420 I slot print_timing: id  0 | task 394 | reasoning effort = medium
281.38.013 I slot print_timing: id  0 | task 395 | prompt eval time =    3316.60 ms /   766 tokens (    4.33 ms per token,   231.00 tokens per second)  [37888 cached]
281.38.013 I slot print_timing: id  0 | task 395 |        eval time =    3092.20 ms /   156 tokens (   19.82 ms per token,    50.40 tokens per second)
281.38.013 I slot print_timing: id  0 | task 395 | draft acceptance = 0.69079 (  105 accepted /   152 generated)
281.38.013 I slot print_timing: id  0 | task 395 | reasoning effort = medium
282.18.768 I slot print_timing: id  0 | task 396 | prompt eval time =    3752.60 ms /  1637 tokens (    2.29 ms per token,   436.20 tokens per second)  [38400 cached]
282.18.768 I slot print_timing: id  0 | task 396 |        eval time =   36836.20 ms /  1782 tokens (   20.67 ms per token,    48.40 tokens per second)
282.18.768 I slot print_timing: id  0 | task 396 | draft acceptance = 0.65502 ( 1181 accepted /  1803 generated)
282.18.768 I slot print_timing: id  0 | task 396 | reasoning effort = medium
282.40.118 I slot print_timing: id  0 | task 397 | prompt eval time =    6453.40 ms /  2502 tokens (    2.58 ms per token,   387.70 tokens per second)  [39936 cached]
282.40.118 I slot print_timing: id  0 | task 397 |        eval time =   14490.70 ms /   754 tokens (   19.22 ms per token,    52.00 tokens per second)
282.40.118 I slot print_timing: id  0 | task 397 | draft acceptance = 0.73826 (  519 accepted /   703 generated)
282.40.118 I slot print_timing: id  0 | task 397 | reasoning effort = medium
282.44.056 I slot print_timing: id  0 | task 398 | prompt eval time =    1816.70 ms /  1028 tokens (    1.77 ms per token,   565.90 tokens per second)  [42240 cached]
282.44.056 I slot print_timing: id  0 | task 398 |        eval time =    1935.00 ms /   103 tokens (   18.79 ms per token,    53.20 tokens per second)
282.44.056 I slot print_timing: id  0 | task 398 | draft acceptance = 0.76344 (   71 accepted /    93 generated)
282.44.056 I slot print_timing: id  0 | task 398 | reasoning effort = medium
282.52.096 I slot print_timing: id  0 | task 399 | prompt eval time =    2614.10 ms /   243 tokens (   10.76 ms per token,    93.00 tokens per second)  [43264 cached]
282.52.096 I slot print_timing: id  0 | task 399 |        eval time =    4697.20 ms /   264 tokens (   17.79 ms per token,    56.20 tokens per second)
282.52.096 I slot print_timing: id  0 | task 399 | draft acceptance = 0.83186 (  188 accepted /   226 generated)
282.52.096 I slot print_timing: id  0 | task 399 | reasoning effort = medium
282.56.290 I slot print_timing: id  0 | task 400 | prompt eval time =    2275.90 ms /   589 tokens (    3.86 ms per token,   258.80 tokens per second)  [43264 cached]
282.56.290 I slot print_timing: id  0 | task 400 |        eval time =    1722.40 ms /    96 tokens (   17.94 ms per token,    55.70 tokens per second)
282.56.290 I slot print_timing: id  0 | task 400 | draft acceptance = 0.82927 (   68 accepted /    82 generated)
282.56.290 I slot print_timing: id  0 | task 400 | reasoning effort = medium
283.42.301 I slot print_timing: id  0 | task 401 | prompt eval time =    2631.80 ms /   247 tokens (   10.66 ms per token,    93.90 tokens per second)  [43776 cached]
283.42.301 I slot print_timing: id  0 | task 401 |        eval time =   42676.20 ms /  2267 tokens (   18.82 ms per token,    53.10 tokens per second)
283.42.301 I slot print_timing: id  0 | task 401 | draft acceptance = 0.76822 ( 1581 accepted /  2058 generated)
283.42.301 I slot print_timing: id  0 | task 401 | reasoning effort = medium
