106.45.011 I slot print_timing: id  0 | task 160 | prompt eval time =   34124.60 ms / 25874 tokens (    1.32 ms per token,   758.20 tokens per second)
131.10.958 I slot print_timing: id  0 | task 222 | draft acceptance = 0.86495 (  269 accepted /   311 generated)
131.10.958 I slot print_timing: id  0 | task 222 | reasoning effort = medium
131.36.417 I slot print_timing: id  0 | task 223 | prompt eval time =    1440.20 ms /  1004 tokens (    1.43 ms per token,   697.10 tokens per second)
131.36.417 I slot print_timing: id  0 | task 223 |        eval time =   24004.50 ms /  1285 tokens (   18.68 ms per token,    53.50 tokens per second)
131.36.417 I slot print_timing: id  0 | task 223 | draft acceptance = 0.70746 (  873 accepted /  1234 generated)
131.36.417 I slot print_timing: id  0 | task 223 | reasoning effort = xhigh
132.13.217 I slot print_timing: id  0 | task 223 | prompt eval time =   27415.10 ms / 21299 tokens (    1.29 ms per token,   776.90 tokens per second)
132.13.217 I slot print_timing: id  0 | task 223 |        eval time =    9368.10 ms /   543 tokens (   17.25 ms per token,    58.00 tokens per second)
132.13.217 I slot print_timing: id  0 | task 223 | draft acceptance = 0.86726 (  392 accepted /   452 generated)
132.13.217 I slot print_timing: id  0 | task 223 | reasoning effort = medium
132.20.153 I slot print_timing: id  0 | task 224 | prompt eval time =    2022.90 ms /  1224 tokens (    1.65 ms per token,   605.10 tokens per second)  [21504 cached]
132.20.153 I slot print_timing: id  0 | task 224 |        eval time =    4870.90 ms /   279 tokens (   17.46 ms per token,    57.30 tokens per second)
132.20.153 I slot print_timing: id  0 | task 224 | draft acceptance = 0.86266 (  201 accepted /   233 generated)
132.20.153 I slot print_timing: id  0 | task 224 | reasoning effort = medium
132.26.042 I slot print_timing: id  0 | task 225 | prompt eval time =    1719.00 ms /  1080 tokens (    1.59 ms per token,   628.30 tokens per second)  [21248 cached]
132.26.042 I slot print_timing: id  0 | task 225 |        eval time =    4122.40 ms /   270 tokens (   15.27 ms per token,    65.50 tokens per second)
132.26.042 I slot print_timing: id  0 | task 225 | draft acceptance = 0.99020 (  202 accepted /   204 generated)
132.26.042 I slot print_timing: id  0 | task 225 | reasoning effort = medium
132.31.775 I slot print_timing: id  0 | task 226 | prompt eval time =    3968.30 ms /  2515 tokens (    1.58 ms per token,   633.80 tokens per second)  [22528 cached]
132.31.775 I slot print_timing: id  0 | task 226 |        eval time =    1722.80 ms /   104 tokens (   16.57 ms per token,    60.40 tokens per second)
132.31.775 I slot print_timing: id  0 | task 226 | draft acceptance = 0.91566 (   76 accepted /    83 generated)
132.31.775 I slot print_timing: id  0 | task 226 | reasoning effort = medium
134.27.484 I slot print_timing: id  0 | task 227 | prompt eval time =    2379.90 ms /  1480 tokens (    1.61 ms per token,   621.90 tokens per second)  [22272 cached]
134.27.484 I slot print_timing: id  0 | task 227 |        eval time =  113284.20 ms /  6031 tokens (   18.78 ms per token,    53.20 tokens per second)
134.27.484 I slot print_timing: id  0 | task 227 | draft acceptance = 0.81624 ( 4282 accepted /  5246 generated)
134.27.484 I slot print_timing: id  0 | task 227 | reasoning effort = medium
134.33.053 I slot print_timing: id  0 | task 228 | prompt eval time =    1385.40 ms /   739 tokens (    1.87 ms per token,   533.40 tokens per second)  [24832 cached]
134.33.053 I slot print_timing: id  0 | task 228 |        eval time =    4140.10 ms /   264 tokens (   15.68 ms per token,    63.80 tokens per second)
134.33.053 I slot print_timing: id  0 | task 228 | draft acceptance = 0.98995 (  197 accepted /   199 generated)
134.33.053 I slot print_timing: id  0 | task 228 | reasoning effort = medium
135.03.042 I slot print_timing: id  0 | task 229 | prompt eval time =    9508.00 ms /  6391 tokens (    1.49 ms per token,   672.20 tokens per second)  [23552 cached]
135.03.042 I slot print_timing: id  0 | task 229 |        eval time =   20431.70 ms /  1281 tokens (   15.95 ms per token,    62.70 tokens per second)
135.03.042 I slot print_timing: id  0 | task 229 | draft acceptance = 0.96948 (  953 accepted /   983 generated)
135.03.042 I slot print_timing: id  0 | task 229 | reasoning effort = medium
135.55.669 I slot print_timing: id  0 | task 230 | prompt eval time =    2773.30 ms /  1730 tokens (    1.60 ms per token,   623.80 tokens per second)  [25344 cached]
135.55.669 I slot print_timing: id  0 | task 230 |        eval time =   49766.60 ms /  2408 tokens (   20.67 ms per token,    48.40 tokens per second)
135.55.669 I slot print_timing: id  0 | task 230 | draft acceptance = 0.70163 ( 1632 accepted /  2326 generated)
135.55.669 I slot print_timing: id  0 | task 230 | reasoning effort = medium
135.59.495 I slot print_timing: id  0 | task 231 | prompt eval time =    2726.50 ms /  1656 tokens (    1.65 ms per token,   607.40 tokens per second)  [29696 cached]
135.59.495 I slot print_timing: id  0 | task 231 |        eval time =    1052.70 ms /    62 tokens (   16.98 ms per token,    58.90 tokens per second)
135.59.495 I slot print_timing: id  0 | task 231 | draft acceptance = 0.91837 (   45 accepted /    49 generated)
135.59.495 I slot print_timing: id  0 | task 231 | reasoning effort = medium
137.09.370 I slot print_timing: id  0 | task 232 | prompt eval time =    4392.90 ms /  2697 tokens (    1.63 ms per token,   613.90 tokens per second)  [26880 cached]
137.09.370 I slot print_timing: id  0 | task 232 |        eval time =   65438.90 ms /  3355 tokens (   19.50 ms per token,    51.30 tokens per second)
137.09.370 I slot print_timing: id  0 | task 232 | draft acceptance = 0.75454 ( 2327 accepted /  3084 generated)
137.09.370 I slot print_timing: id  0 | task 232 | reasoning effort = medium
137.13.288 I slot print_timing: id  0 | task 233 | prompt eval time =     543.40 ms /   242 tokens (    2.25 ms per token,   445.30 tokens per second)  [31232 cached]
137.13.288 I slot print_timing: id  0 | task 233 |        eval time =    3326.80 ms /   177 tokens (   18.80 ms per token,    53.20 tokens per second)
137.13.288 I slot print_timing: id  0 | task 233 | draft acceptance = 0.78481 (  124 accepted /   158 generated)
137.13.288 I slot print_timing: id  0 | task 233 | reasoning effort = medium
137.24.668 I slot print_timing: id  0 | task 234 | prompt eval time =    5699.60 ms /  3547 tokens (    1.61 ms per token,   622.30 tokens per second)  [29440 cached]
137.24.668 I slot print_timing: id  0 | task 234 |        eval time =    5636.90 ms /   342 tokens (   16.48 ms per token,    60.70 tokens per second)
137.24.668 I slot print_timing: id  0 | task 234 | draft acceptance = 0.95472 (  253 accepted /   265 generated)
137.24.668 I slot print_timing: id  0 | task 234 | reasoning effort = medium
137.27.937 I slot print_timing: id  0 | task 235 | prompt eval time =    1081.30 ms /   535 tokens (    2.02 ms per token,   494.80 tokens per second)  [31232 cached]
137.27.937 I slot print_timing: id  0 | task 235 |        eval time =    2144.00 ms /   117 tokens (   18.32 ms per token,    54.60 tokens per second)
137.27.937 I slot print_timing: id  0 | task 235 | draft acceptance = 0.83838 (   83 accepted /    99 generated)
137.27.937 I slot print_timing: id  0 | task 235 | reasoning effort = medium
137.31.970 I slot print_timing: id  0 | task 236 | prompt eval time =    1367.30 ms /   642 tokens (    2.13 ms per token,   469.50 tokens per second)  [32768 cached]
137.31.970 I slot print_timing: id  0 | task 236 |        eval time =    2622.30 ms /   163 tokens (   16.09 ms per token,    62.20 tokens per second)
137.31.970 I slot print_timing: id  0 | task 236 | draft acceptance = 0.97581 (  121 accepted /   124 generated)
137.31.970 I slot print_timing: id  0 | task 236 | reasoning effort = medium
137.38.857 I slot print_timing: id  0 | task 237 | prompt eval time =    2187.10 ms /  1275 tokens (    1.72 ms per token,   583.00 tokens per second)  [31744 cached]
137.38.857 I slot print_timing: id  0 | task 237 |        eval time =    4657.20 ms /   228 tokens (   20.43 ms per token,    49.00 tokens per second)
137.38.857 I slot print_timing: id  0 | task 237 | draft acceptance = 0.71101 (  155 accepted /   218 generated)
137.38.857 I slot print_timing: id  0 | task 237 | reasoning effort = medium
137.44.603 I slot print_timing: id  0 | task 238 | prompt eval time =     924.00 ms /   376 tokens (    2.46 ms per token,   406.90 tokens per second)  [33280 cached]
137.44.603 I slot print_timing: id  0 | task 238 |        eval time =    4776.20 ms /   291 tokens (   16.41 ms per token,    60.90 tokens per second)
137.44.603 I slot print_timing: id  0 | task 238 | draft acceptance = 0.94298 (  215 accepted /   228 generated)
137.44.603 I slot print_timing: id  0 | task 238 | reasoning effort = medium
138.38.843 I slot print_timing: id  0 | task 239 | prompt eval time =    1634.00 ms /   770 tokens (    2.12 ms per token,   471.20 tokens per second)  [32768 cached]
138.38.843 I slot print_timing: id  0 | task 239 |        eval time =   52563.70 ms /  2337 tokens (   22.49 ms per token,    44.50 tokens per second)
138.38.843 I slot print_timing: id  0 | task 239 | draft acceptance = 0.61742 ( 1517 accepted /  2457 generated)
138.38.843 I slot print_timing: id  0 | task 239 | reasoning effort = medium
138.51.965 I slot print_timing: id  0 | task 240 | prompt eval time =    1117.40 ms /   490 tokens (    2.28 ms per token,   438.50 tokens per second)  [33536 cached]
138.51.965 I slot print_timing: id  0 | task 240 |        eval time =   11958.70 ms /   668 tokens (   17.90 ms per token,    55.90 tokens per second)
138.51.965 I slot print_timing: id  0 | task 240 | draft acceptance = 0.86691 (  482 accepted /   556 generated)
138.51.965 I slot print_timing: id  0 | task 240 | reasoning effort = medium
139.02.490 I slot print_timing: id  0 | task 241 | prompt eval time =    4625.00 ms /  2726 tokens (    1.70 ms per token,   589.40 tokens per second)  [33536 cached]
139.02.490 I slot print_timing: id  0 | task 241 |        eval time =    5844.70 ms /   297 tokens (   19.68 ms per token,    50.80 tokens per second)
139.02.490 I slot print_timing: id  0 | task 241 | draft acceptance = 0.75458 (  206 accepted /   273 generated)
139.02.490 I slot print_timing: id  0 | task 241 | reasoning effort = medium
139.08.646 I slot print_timing: id  0 | task 242 | prompt eval time =    1852.20 ms /  1058 tokens (    1.75 ms per token,   571.20 tokens per second)  [33792 cached]
139.08.646 I slot print_timing: id  0 | task 242 |        eval time =    4258.60 ms /   257 tokens (   16.57 ms per token,    60.30 tokens per second)
139.08.646 I slot print_timing: id  0 | task 242 | draft acceptance = 0.96954 (  191 accepted /   197 generated)
139.08.646 I slot print_timing: id  0 | task 242 | reasoning effort = medium
139.58.240 I slot print_timing: id  0 | task 243 | prompt eval time =    1400.90 ms /   647 tokens (    2.17 ms per token,   461.80 tokens per second)  [36096 cached]
139.58.240 I slot print_timing: id  0 | task 243 |        eval time =   48143.40 ms /  2314 tokens (   20.81 ms per token,    48.10 tokens per second)
139.58.240 I slot print_timing: id  0 | task 243 | draft acceptance = 0.71962 ( 1581 accepted /  2197 generated)
139.58.240 I slot print_timing: id  0 | task 243 | reasoning effort = medium
140.04.642 I slot print_timing: id  0 | task 245 | prompt eval time =     925.10 ms /   370 tokens (    2.50 ms per token,   400.00 tokens per second)  [34816 cached]
140.04.642 I slot print_timing: id  0 | task 245 |        eval time =    5386.10 ms /   231 tokens (   23.32 ms per token,    42.90 tokens per second)
140.04.642 I slot print_timing: id  0 | task 245 | draft acceptance = 0.62241 (  150 accepted /   241 generated)
140.04.642 I slot print_timing: id  0 | task 245 | reasoning effort = medium
141.11.955 I slot print_timing: id  0 | task 246 | prompt eval time =    1473.30 ms /   999 tokens (    1.47 ms per token,   678.10 tokens per second)
141.11.955 I slot print_timing: id  0 | task 246 |        eval time =   65823.40 ms /  2819 tokens (   23.35 ms per token,    42.80 tokens per second)
141.11.955 I slot print_timing: id  0 | task 246 | draft acceptance = 0.52875 ( 1729 accepted /  3270 generated)
141.11.955 I slot print_timing: id  0 | task 246 | reasoning effort = xhigh
141.48.171 I slot print_timing: id  0 | task 246 | prompt eval time =   28100.30 ms / 21541 tokens (    1.30 ms per token,   766.60 tokens per second)
141.48.171 I slot print_timing: id  0 | task 246 |        eval time =    8099.00 ms /   458 tokens (   17.68 ms per token,    56.60 tokens per second)
141.48.171 I slot print_timing: id  0 | task 246 | draft acceptance = 0.84319 (  328 accepted /   389 generated)
141.48.171 I slot print_timing: id  0 | task 246 | reasoning effort = medium
142.03.565 I slot print_timing: id  0 | task 246 | prompt eval time =    1016.10 ms /   428 tokens (    2.37 ms per token,   421.20 tokens per second)  [35072 cached]
142.03.565 I slot print_timing: id  0 | task 246 |        eval time =   14335.10 ms /   837 tokens (   17.13 ms per token,    58.40 tokens per second)
142.03.565 I slot print_timing: id  0 | task 246 | draft acceptance = 0.92054 (  614 accepted /   667 generated)
142.03.565 I slot print_timing: id  0 | task 246 | reasoning effort = medium
142.10.244 I slot print_timing: id  0 | task 247 | prompt eval time =    2174.20 ms /  1217 tokens (    1.79 ms per token,   559.80 tokens per second)  [35328 cached]
142.10.244 I slot print_timing: id  0 | task 247 |        eval time =    4187.40 ms /   219 tokens (   19.12 ms per token,    52.30 tokens per second)
142.10.244 I slot print_timing: id  0 | task 247 | draft acceptance = 0.79793 (  154 accepted /   193 generated)
142.10.244 I slot print_timing: id  0 | task 247 | reasoning effort = medium
142.37.703 I slot print_timing: id  0 | task 248 | prompt eval time =    2842.70 ms /  1540 tokens (    1.85 ms per token,   541.70 tokens per second)  [36352 cached]
142.37.703 I slot print_timing: id  0 | task 248 |        eval time =   24320.50 ms /  1151 tokens (   21.13 ms per token,    47.30 tokens per second)
142.37.703 I slot print_timing: id  0 | task 248 | draft acceptance = 0.69039 (  776 accepted /  1124 generated)
142.37.703 I slot print_timing: id  0 | task 248 | reasoning effort = medium
142.48.810 I slot print_timing: id  0 | task 249 | prompt eval time =    2208.20 ms /  1282 tokens (    1.72 ms per token,   580.60 tokens per second)  [37888 cached]
142.48.810 I slot print_timing: id  0 | task 249 |        eval time =    7834.50 ms /   448 tokens (   17.49 ms per token,    57.20 tokens per second)
142.48.810 I slot print_timing: id  0 | task 249 | draft acceptance = 0.88076 (  325 accepted /   369 generated)
142.48.810 I slot print_timing: id  0 | task 249 | reasoning effort = medium
143.22.808 I slot print_timing: id  0 | task 250 | prompt eval time =    2022.40 ms /  1099 tokens (    1.84 ms per token,   543.40 tokens per second)  [39168 cached]
143.22.808 I slot print_timing: id  0 | task 250 |        eval time =   31277.20 ms /  1659 tokens (   18.85 ms per token,    53.00 tokens per second)
143.22.808 I slot print_timing: id  0 | task 250 | draft acceptance = 0.82600 ( 1182 accepted /  1431 generated)
143.22.808 I slot print_timing: id  0 | task 250 | reasoning effort = medium
143.36.129 I slot print_timing: id  0 | task 252 | prompt eval time =    1439.20 ms /   949 tokens (    1.52 ms per token,   659.40 tokens per second)
143.36.129 I slot print_timing: id  0 | task 252 |        eval time =    9501.20 ms /   465 tokens (   20.43 ms per token,    48.90 tokens per second)
143.36.129 I slot print_timing: id  0 | task 252 | draft acceptance = 0.63941 (  305 accepted /   477 generated)
143.36.129 I slot print_timing: id  0 | task 252 | reasoning effort = xhigh
144.04.392 I slot print_timing: id  0 | task 252 | prompt eval time =   27339.90 ms / 21138 tokens (    1.29 ms per token,   773.20 tokens per second)
144.04.392 I slot print_timing: id  0 | task 252 |        eval time =     906.50 ms /    56 tokens (   16.19 ms per token,    61.80 tokens per second)
144.04.392 I slot print_timing: id  0 | task 252 | draft acceptance = 0.91111 (   41 accepted /    45 generated)
144.04.392 I slot print_timing: id  0 | task 252 | reasoning effort = medium
150.00.541 I slot print_timing: id  0 | task 253 | prompt eval time =    1365.40 ms /   760 tokens (    1.80 ms per token,   556.60 tokens per second)  [20992 cached]
150.00.541 I slot print_timing: id  0 | task 253 |        eval time =  354542.60 ms / 15028 tokens (   23.59 ms per token,    42.40 tokens per second)
150.00.541 I slot print_timing: id  0 | task 253 | draft acceptance = 0.56961 ( 9480 accepted / 16643 generated)
150.00.541 I slot print_timing: id  0 | task 253 | reasoning effort = medium
150.27.210 I slot print_timing: id  0 | task 254 | prompt eval time =   23164.60 ms / 15364 tokens (    1.51 ms per token,   663.30 tokens per second)  [21504 cached]
150.27.210 I slot print_timing: id  0 | task 254 |        eval time =    2525.70 ms /   155 tokens (   16.29 ms per token,    61.40 tokens per second)
150.27.210 I slot print_timing: id  0 | task 254 | draft acceptance = 1.00000 (  116 accepted /   116 generated)
150.27.210 I slot print_timing: id  0 | task 254 | reasoning effort = medium
154.46.119 I slot print_timing: id  0 | task 255 | prompt eval time =    1148.50 ms /   541 tokens (    2.12 ms per token,   471.00 tokens per second)  [36864 cached]
154.46.119 I slot print_timing: id  0 | task 255 |        eval time =  257417.40 ms / 12241 tokens (   21.03 ms per token,    47.60 tokens per second)
154.46.119 I slot print_timing: id  0 | task 255 | draft acceptance = 0.74555 ( 8459 accepted / 11346 generated)
154.46.119 I slot print_timing: id  0 | task 255 | reasoning effort = medium
155.21.860 I slot print_timing: id  0 | task 256 | prompt eval time =   20802.80 ms / 12195 tokens (    1.71 ms per token,   586.20 tokens per second)  [37376 cached]
155.21.860 I slot print_timing: id  0 | task 256 |        eval time =   14513.80 ms /   783 tokens (   18.54 ms per token,    53.90 tokens per second)
155.21.860 I slot print_timing: id  0 | task 256 | draft acceptance = 0.95395 (  580 accepted /   608 generated)
155.21.860 I slot print_timing: id  0 | task 256 | reasoning effort = medium
155.25.307 I slot print_timing: id  0 | task 257 | prompt eval time =    1843.40 ms /   860 tokens (    2.14 ms per token,   466.50 tokens per second)  [49664 cached]
155.25.307 I slot print_timing: id  0 | task 257 |        eval time =    1183.30 ms /    64 tokens (   18.49 ms per token,    54.10 tokens per second)
155.25.307 I slot print_timing: id  0 | task 257 | draft acceptance = 0.97917 (   47 accepted /    48 generated)
155.25.307 I slot print_timing: id  0 | task 257 | reasoning effort = medium
157.01.222 I slot print_timing: id  0 | task 258 | prompt eval time =     596.40 ms /   215 tokens (    2.77 ms per token,   360.50 tokens per second)  [50432 cached]
157.01.222 I slot print_timing: id  0 | task 258 |        eval time =   94351.00 ms /  4385 tokens (   21.52 ms per token,    46.50 tokens per second)
157.01.222 I slot print_timing: id  0 | task 258 | draft acceptance = 0.74778 ( 3033 accepted /  4056 generated)
157.01.222 I slot print_timing: id  0 | task 258 | reasoning effort = medium
157.23.196 I slot print_timing: id  0 | task 259 | prompt eval time =    8732.40 ms /  4717 tokens (    1.85 ms per token,   540.20 tokens per second)  [50432 cached]
157.23.196 I slot print_timing: id  0 | task 259 |        eval time =   12658.90 ms /   503 tokens (   25.17 ms per token,    39.70 tokens per second)
157.23.196 I slot print_timing: id  0 | task 259 | draft acceptance = 0.57401 (  318 accepted /   554 generated)
157.23.196 I slot print_timing: id  0 | task 259 | reasoning effort = medium
